name,street2,city_id,state_id,country_id,country_base_gst_type,gst_category,gst_reg,gst_no,pan,ref,gst_credit,disc,nedisc,adisc,tdisc,section_id,reverse_tax,notify_email,deemed_export,sez,export,tax_exempted,sale_type,sale_sub_type_id,property_account_receivable,property_account_payable,property_payment_term
MAGNUM TECHNOLOGIES,",",KALAMASSERY,Kerala,FALSE,FALSE,FALSE,FALSE,,,PA9600571,TRUE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
MAG-PHARM INDUSTRIES,"MASJID BUNDER (WEST),MUMBAI",Mumbai,Maharashtra,FALSE,FALSE,FALSE,FALSE,27AABFM0452D1ZT,AABFM0452D,PA9500665,TRUE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
MAHATME DYE CHEM PVT.LTD.,"KURKUMBH,TAL.DAUND,,DIST.PUNE",Pune,Maharashtra,FALSE,FALSE,FALSE,FALSE,,,PA9500637,TRUE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
MAHESH AGENCIES,"ERNAKULAM,COCHIN ",ERNAKULAM,Kerala,FALSE,FALSE,FALSE,FALSE,,ABOPM7323H,PA9600588,TRUE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
MAHESH DYE CHEM,"MAHARASHTRA NAGAR, NEXT TO RNA TOWN SHIP,KANDIVALI (W), MUMBAI",Mumbai,Maharashtra,FALSE,FALSE,FALSE,FALSE,,,PA9500630,TRUE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
MAHIMA ELECTRONICS,"THIRUTHIVILAI, MARUTHOORKURICHI P.O, KATTATHURAI, K.K.DIST. - 629 158",MARUTHOORKURICHI,Tamil Nadu,India,FALSE,FALSE,FALSE,33AABTM8074H1ZH,FALSE,9250611,FALSE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
MAIZE PRODUCTS,"AHMEDABAD,",Ahmedabad,Gujarat,FALSE,FALSE,FALSE,FALSE,24AADCS0861R1ZZ,,PA9500684,TRUE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
MALAR ELECTRONICS,"MULUGUMOODU P.O - 629 167, KANYAKUMARI  DIST., ",MULUGUMMODU,Tamil Nadu,India,FALSE,FALSE,FALSE,33AABTM8095L1Z3,FALSE,9250612,FALSE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
MALAYALA MANORAMA COMPANY LIMITED,"KERALA ,",Kottayam,Kerala,FALSE,FALSE,FALSE,FALSE,,,PA9600597,TRUE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
MALIAKKAL INDUSTRIAL ENTERPRISES,"KARIKKAMURI CROSS ROAD,COCHIN",COCHIN,Kerala,FALSE,FALSE,FALSE,FALSE,,ABIPJ6672Q,PA9500664,TRUE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
MALIAKKAL TRADERS,"VYTTILA, COCHIN,",COCHIN,Kerala,FALSE,FALSE,FALSE,FALSE,32AAYFM3896Q1Z2,,PA9500624,TRUE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
MAMTA CHEMICALS,"No.3, P.S.CHAR LANE,,A.S.CHAR STREET CROSS, BANGALORE",Bangalore,Karnataka,FALSE,FALSE,FALSE,FALSE,,,PA9500671,TRUE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
MANAS CHEMICALS,"SATHIVALI ROAD, VALIV,VASAI EAST, MUMBAI","VASAI, MUMBAI",Maharashtra,FALSE,FALSE,FALSE,FALSE,,AAOFM2131N,PA9500641,TRUE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
MANEK FLURO POLYMERS PVT.LTD.,"NAGARVEL HANUMAN ROAD, RAKHIAL,,AHMEDABAD",Ahmedabad,Gujarat,FALSE,FALSE,FALSE,FALSE,24AABCM8254A1ZV,AABCM8254A,PA9500436,TRUE,0,0,0,0,FALSE,1,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
MANOJ KUMAR SATPATHY,"NEAR HOUSING BOARD, CHARBATIA,CUTTACK",Cuttack,Odisha,FALSE,FALSE,FALSE,FALSE,,,PA9600595,TRUE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
MANOJKUMAR,"MODI STEEL OFFICE GATE,MODINAGAR, GHAZIABAD",Ghaziabad,Uttar Pradesh,FALSE,FALSE,FALSE,FALSE,,,PA9600578,TRUE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
MANU KUMAR.L.(SALES EXECUTIVE),"B-10,2nd CROSS,RAJAJI NAGAR INDUSTRIAL,ESTATE, BANGALORE",Bangalore,Karnataka,FALSE,FALSE,FALSE,FALSE,,,PA9600596,TRUE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
MARIA AGENCIES,"PAWATHIL ROAD,ERNAKULAM",ERNAKULAM,Kerala,FALSE,FALSE,FALSE,FALSE,,,PA9600583,TRUE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
MARINE CHEMICALS,"SANTO GOPALAN ROAD,,CHULLIKKAL, COCHIN ",COCHIN,Kerala,FALSE,FALSE,FALSE,FALSE,,AAEFM5740K,PA9500670,TRUE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
MARINE HYDROCOLLOIDS,"SANTO GOPALA ROAD, CHULLICKAL,KOCHI",Kochi,Kerala,FALSE,FALSE,FALSE,FALSE,,,PA9600577,TRUE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
MARLECHAS SCI.& CHEMICALS(p)LTD - KOCHI,"PONNAPPA CHETTY STREET,PARK TOWN, CHENNAI - 600 003, ",Chennai,Tamil Nadu,India,FALSE,FALSE,FALSE,3311DCM9954H1Z7,FALSE,9250614,FALSE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
MARLECHAS SCIENTIFIC & CHEMICALS PVT.LTD,"PONNAPPA CHETTY STREET, PARK TOWN, CHENNAI-600 003, ",Chennai,Tamil Nadu,India,FALSE,FALSE,FALSE,33AADCM9954H1Z7,FALSE,9225451,FALSE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
MARS SCIENTIFIC & INDUSTRIAL SUPPLIERS,"NEAR AR CAMP POLICE STATION, A.R. CAMP ROAD, KONAM POST,NAGERCOIL, KANYAKUMARI DIST., PIN:629004",Nagercoil,FALSE,India,FALSE,FALSE,FALSE,,FALSE,9200430,FALSE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
MAWRYA SCIENTIFIC COMPANY,"UNDER GROUND FLOOR,, ANNAMALAI LAYOUT, NALLI HOSPITAL ROAD, ERODE - 638 011",Erode,Tamil Nadu,India,FALSE,FALSE,FALSE,33AAMFM7249P1ZJ,FALSE,9200435,FALSE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
MAWRYA SCIENTIFIC COMPANY,"MUNICIPAL COLONY ROAD, ERODE - 638 004., ",Erode,FALSE,India,FALSE,FALSE,FALSE,,FALSE,9200492,FALSE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
MAXPACK TAPES & PRODUCTS PVT.LTD.,"KANJIKOD,PALAKKAD",Palakkad,Kerala,FALSE,FALSE,FALSE,FALSE,,,PA9500626,TRUE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
MAXWELL ENTERPRISES,"L.T.ROAD, NEAR SHRI SAGAR HOTEL,,BOROVLI (WEST), MUMBAI",Mumbai,Maharashtra,FALSE,FALSE,FALSE,FALSE,,,PA9500667,TRUE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
MEDI HOUSE,"MEDI PLAZA,MEDICAL COLLEGE P.O., TRIVANDRUM - 695 011, ",Trivandrum,Kerala,India,FALSE,FALSE,FALSE,32AANFM3121F1ZQ,FALSE,9100359,FALSE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
MEDINEX SPECIALITY CHEMICALS PVT.LTD.,"BHAVNAGAR TALAJA ROAD,,VOLLAGE:UKHARALA, BHAVANAGAR.",Bhavnagar,Gujarat,FALSE,FALSE,FALSE,FALSE,,AADCM6096J,PA9500629,TRUE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
MEDONA WOMEN DEVELOPMENT CENTRE,"SAMAYAPURAM, TRICHY - 621 122, ",TRICHY,Tamil Nadu,India,FALSE,FALSE,FALSE,33AAAAM8332Q1Z9,FALSE,9250613,FALSE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
MED-SURGE AGENCIES,"KADAVANTHRA,COCHIN",COCHIN,Kerala,FALSE,FALSE,FALSE,FALSE,,,PA9600586,TRUE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
MEDWIN DIAGNOSTICS,"MYLAPURAM, TIRUR ROAD, DOWN HILL.P.O., MALAPPURAM-676 519.",Malappuram,FALSE,India,FALSE,FALSE,FALSE,,FALSE,9100366,FALSE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
MEGA FORMS,"UDYOGAMANDAL, COCHIN-683 501., ",COCHIN,FALSE,India,FALSE,FALSE,FALSE,,FALSE,9600585,FALSE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
MEHSONS (INDIA) LIMITED,"MADARI GATE, P.O.BOX No.121,,BAREILLY , U.P.",Bareilly,Uttar Pradesh,FALSE,FALSE,FALSE,FALSE,09AABCA8960F1ZK,,PA9500636,TRUE,0,0,0,0,FALSE,1,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
MEHTA CHEMICALS,"INDUSTRIAL ESTATE, RAJAJINAGAR, BANGALORE - 560 010",Bangalore,Karnataka,India,FALSE,FALSE,FALSE,29ADCPM7115P1Z2,FALSE,9300475,FALSE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
MEHTA CHEMICALS,"RAJAJINAGAR,NEAR SBI,WEST CHORD ROAD,,BANGALORE",Bangalore,Karnataka,FALSE,FALSE,FALSE,FALSE,29ADCPM7115P1Z2,ADCPM7115P,PA9500651,TRUE,0,0,0,0,FALSE,1,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
MEHTA CHEMICALS (CBE),"INDUSTRIAL ESTATE, RAJAJI NAGAR, BANGALORE -560010, ",Bangalore,FALSE,India,FALSE,FALSE,FALSE,29ADCPM7115P1Z2,FALSE,9250617,FALSE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
MEKKATTIL TRADING CO.,"VAZHUKKUMPARA, CHUVANNAMANNU.P.O., THRISSUR - 680 652., ",TRICHUR,Kerala,India,FALSE,FALSE,FALSE,32ABCFM3514C1Z0,FALSE,9100387,FALSE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
MEKKATTIL TRADING CO.,"VAZHUKKUMPARA,CHUVANNAMANNU.P.O, TRICHUR - 680 652., ",TRICHUR,FALSE,India,FALSE,FALSE,FALSE,32ABCFM3514C1Z0,FALSE,9275350,FALSE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
MERCURY CHEMICALS,"ARUNODAY COMPLEX,NR.LITTLE HUT CHOKDI,,GIDC, ANKLESHWAR ",Ankleshwar,Gujarat,FALSE,FALSE,FALSE,FALSE,,,PA9500640,TRUE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
MERCURY SCIENTIFIC CHEMICALS INDU.-KOCHI,"RASI BUILDINGS, SALEM - 636 001, ",Salem,Tamil Nadu,India,FALSE,FALSE,FALSE,33AVZPS3906P1ZK,FALSE,9250616,FALSE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
MERCURY'S SCIENTIFIC CHEMICAL INDUSTRIES,"II, AGRAHARAM,SALEM",Salem,Tamil Nadu,FALSE,FALSE,FALSE,FALSE,,,PA9600572,TRUE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
MEREENA TRADING & EXPORTS,"EDAPPALLY,,KOCHI",COCHIN,Kerala,FALSE,FALSE,FALSE,FALSE,,,PA9500634,TRUE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
META LAB CHEM,"MANOR ROAD,,PALGHAR ,THANE.",Thane,Maharashtra,FALSE,FALSE,FALSE,FALSE,,ACKPT9486B,PA9500642,TRUE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
METAL POWDER COMPANY LTD.,"THIRUMANGALAM,MADURAI",Madurai,Tamil Nadu,FALSE,FALSE,FALSE,FALSE,33AAACT4262E1ZQ,AAACT4262E,PA9500679,TRUE,0,0,0,0,FALSE,1,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
METRO SCIENCE & SPORTS CENTRE,"OPP.GOVT.L.P.S., KOTTATHALA, KOTTARAKARA -PUTHOOR ROAD, KOLLAM - 691 507",Kollam,FALSE,India,FALSE,FALSE,FALSE,,FALSE,9100351,FALSE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
MGF MOTORS LTD.,"M.G.ROAD,ERNAKULAM",ERNAKULAM,Kerala,FALSE,FALSE,FALSE,FALSE,,,PA9600589,TRUE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
MICRO FINE CHEMICALS,"NYNIAPPA NAICKEN STREET,,PARK TOWN, CHENNAI",Chennai,Tamil Nadu,FALSE,FALSE,FALSE,FALSE,,AARFM7919D,PA9600581,TRUE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
MICRO FINE CHEMICALS - KOCHI SALES-,"NYNIAPPA STREET, PARK TOWN, CHENNAI - 600 003, ",Chennai,FALSE,India,FALSE,FALSE,FALSE,,FALSE,9250622,FALSE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
MICRO INSTRUMENTS & CHEMICALS,"NEAR HOTEL NALANDA, KOORYAL LANE, CALICUT - 1",CALICUT,Kerala,India,FALSE,FALSE,FALSE,32ABEFM9032D1ZN,FALSE,9100361,FALSE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
MICRO LAB EQUIPMENTS,"VADAVATHOOR.P.O., KALATHIPADY, KOTTAYAM-686 010.",Kottayam,FALSE,India,FALSE,FALSE,FALSE,,FALSE,9100384,FALSE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
MICRO LAB EQUIPMENTS(CLT),"P.M.TAJ ROAD, CALICUT - 673 001, ",CALICUT,Kerala,India,FALSE,FALSE,FALSE,32CXJPS2903J1ZD,FALSE,9100381,FALSE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
MICRO SCIENTIFIC CENTRE,"MUSLIM STREET, (NEAR OVER BRIDGE), KOTTARAKARA - 691 506",KOTTARAKARA,FALSE,India,FALSE,FALSE,FALSE,,FALSE,9100362,FALSE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
MICROFINE CHEMICALS,"NYNIAPPA STREET, PARK TOWN, CHENNAI-600 003, ",Chennai,Tamil Nadu,India,FALSE,FALSE,FALSE,33AARFM7919D1Z2,FALSE,9225452,FALSE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
MICRON PLATERS,"STEELMADE INDL.ESTATE,MAROL-MAROSHI ROAD,ANDHERI (E), MUMBAI",Mumbai,Maharashtra,FALSE,FALSE,FALSE,FALSE,,AAQFM3374F,PA9500659,TRUE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
MISCELLANEOUS PARTIES (CASH SALES),", , ",FALSE,FALSE,India,FALSE,FALSE,FALSE,,FALSE,9100376,FALSE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
MISRIMAL PUKHRAJ,"3RD FLOOR,R N O-3,VADGADI,,MUMBAI",Mumbai,Maharashtra,FALSE,FALSE,FALSE,FALSE,,,PA9600574,TRUE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
MISTY PURE TECHNOLOGY PVT.LTD.,"KARIAPATTI, MADURAI-626 106., ",Madurai,Tamil Nadu,India,FALSE,FALSE,FALSE,33AAGCMO357D1ZX,FALSE,9225457,FALSE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
MITSU CHEM PLAST LTD.,"TARAPUR, BOISAR,,PALGHAR. MAHARASHTRA",Palghar,Maharashtra,FALSE,FALSE,FALSE,FALSE,27AAACM0641G1ZV,AAACK4409J,PA9600575,TRUE,0,0,0,0,FALSE,1,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
MITSU CHEM PVT.LTD.,"DIN DAYAL UPADHYAY MARG (DUMPING ROAD),,MULUND (W), MUMBAI",Mumbai,Maharashtra,FALSE,FALSE,FALSE,FALSE,,,PA9500649,TRUE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
MOBILE SOIL TESTING LABORATORY,"KAVANAD.P.O, KOLLAM-3., ",Kollam,FALSE,India,FALSE,FALSE,FALSE,,FALSE,9100544,FALSE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
MOBILE SOIL TESTING LABORATORY,"KOTTAYAM, PIN - 686 640., ",Kottayam,FALSE,India,FALSE,FALSE,FALSE,,FALSE,9100550,FALSE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
MOBILE SOIL TESTING LABORATORY,"TRICHUR - 20., , ",TRICHUR,FALSE,India,FALSE,FALSE,FALSE,,FALSE,9100556,FALSE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
MOBILE SOIL TESTING LABORATORY,"CALICUT - 29., , ",CALICUT,FALSE,India,FALSE,FALSE,FALSE,,FALSE,9100564,FALSE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
MOBILE SOIL TESTING LABORATORY,"KANNUR - 1., , ",Kannur,FALSE,India,FALSE,FALSE,FALSE,,FALSE,9100569,FALSE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
MODERN SCIENTIFIC SOLUTIONS,"POORNA NAGAR, NEAR PRIVATE BUS STAND, ALUVA - 683 101., ERNAKULAM",ALUVA,Kerala,India,FALSE,FALSE,FALSE,32AAPFM5633C1ZH,FALSE,9100378,FALSE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
MONIBA ANAND ELECTRICALS PVT.LTD.,"TIRUPATI PARK, SATIVALI ROAD,VILLAGE-WALIV, VASAI(E), THANE","VASAI (E), THANE",Maharashtra,FALSE,FALSE,FALSE,FALSE,,AABCM8242Q,PA9600590,TRUE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
MONISHKA REAGENTS,"VITHAL VADI, OFF.KALBADEVI ROAD,MUMBAI",Mumbai,Maharashtra,FALSE,FALSE,FALSE,FALSE,27AEHPJ9378M1ZN,,PA9600576,TRUE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
MORNING STAR WOMEN'S DEVELPMENT CENTRE,", , ",VILLUPURAM,FALSE,India,FALSE,FALSE,FALSE,33AADTM1945K1ZI,FALSE,9225456,FALSE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
MOTHER SCIENTIFIC,"PATTIMATTOM .P.O, PERUMBAVOOR - 683 562., ",Perumbavoor,Kerala,India,FALSE,FALSE,FALSE,32AAWFM8623R1ZB,FALSE,9100377,FALSE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
MOULI DIAGNOSTICS,"VENKAT NAGAR, 3rd CROSS, PUDUCHERRY-605 011., ",PUDUCHERRY,Puducherry,India,FALSE,FALSE,FALSE,34AAGFM9736K1ZT,FALSE,9225453,FALSE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
MOULI DIAGNOSTICS -KOCHI SALES,"VENKAT NAGAR, 3RD CROSS, PUDUCHERRY - 605 011, ",PUDUCHERRY,FALSE,India,FALSE,FALSE,FALSE,34AAGFM9736K1ZT,FALSE,9250615,FALSE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
MOULI ENTERPRISES,"POSTAL COLONY, WEST MAMBALAM, CHENNAI-600 033.",Chennai,Tamil Nadu,India,FALSE,FALSE,FALSE,33AAAFM6707G1ZL,FALSE,9225454,FALSE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
MOUNT CARMEL WOMEN WELFARE SOCIETY,"THUMMUCHINNAMPATTY P.O., ARUPPUKOTTAI TALUK,VIRUDUNAGAR DIST., PIN - 626 118",VIRUDUNAGAR,Tamil Nadu,India,FALSE,FALSE,FALSE,33AACAM9129R1ZO,FALSE,9250620,FALSE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
MOVIN AGENCIES,"C.C.S.B. ROAD, IRON BRIDGE P.O., ALAPPUZHA - 6800 011, ",Alappuzha,FALSE,India,FALSE,FALSE,FALSE,,FALSE,9100350,FALSE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
