name,street2,city_id,state_id,country_id,country_base_gst_type,gst_category,gst_reg,gst_no,pan,ref,gst_credit,disc,nedisc,adisc,tdisc,section_id,reverse_tax,notify_email,deemed_export,sez,export,tax_exempted,sale_type,sale_sub_type_id,property_account_receivable,property_account_payable,property_payment_term
9100174,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PA00016,FALSE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
[ 9700200,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PA00012,FALSE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
"336 COY ASC(SUP)TYPE ""A""","PIN - 905 336, , ",H.P.,FALSE,India,FALSE,FALSE,FALSE,,FALSE,9455010,FALSE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
3F INDUSTRIES LIMITED,"PANTHEON ROAD, EGMORE,CHENNAI",Chennai,Tamil Nadu,FALSE,FALSE,FALSE,FALSE,33AAACF2643K1ZU,,PA9500087,TRUE,0,0,0,0,FALSE,1,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
3F INDUSTRIES LTD.,"PANTAPALEM VILLAGE, MUTHUKUR MANDAL,NELLORE, ANDHRA PRADESH",Nellore,37-ANDHRA PRADESH,FALSE,FALSE,FALSE,FALSE,37AAACF2643K1ZM,AAACF2643K,PA9500098,TRUE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
A.I.C.INTERNATIONAL,"REDDIAR PALAYAM, PUDUCHERRY-605 010., ",PUDUCHERRY,Puducherry,India,FALSE,FALSE,FALSE,34AAQFA0099P1ZV,FALSE,9225003,FALSE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
A.R.ENTERPRISES,"INDUSTRIAL DEVELOPMENT AREA,,EDAYAR,BINANIPURAM P.O.,ERNAKULAM","EDAYAR, BINANIPURAM",Kerala,FALSE,FALSE,FALSE,FALSE,,,PA9500088,TRUE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
AADITHYA LAB EQUIPMENTS & CHEMICALS,"I FLOOR, YOGASHALA ROAD, (OPP. JAWAHAR LIBRARY), KANNUR - 2.",Kannur,FALSE,India,FALSE,FALSE,FALSE,,FALSE,9100050,FALSE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
AADITYA SCIENTIFIC SOLUTIONS,"KOTTARAKARA - 691 531, KOLLAM, ",Kollam,FALSE,India,FALSE,FALSE,FALSE,,FALSE,9100073,FALSE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
ABHIRAMI INDUSTRIES,"CHALAKUDY,",Chalakudy,Kerala,FALSE,FALSE,FALSE,FALSE,32AIDPR2375N1ZY,,PA9500073,TRUE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
ABT PARCEL SERVICE,",",Coimbatore,Kerala,FALSE,FALSE,FALSE,FALSE,32AABCA8398K3ZA,,PA9600005,TRUE,0,0,0,0,FALSE,1,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
ABT PARCEL SERVICE,",",Coimbatore,Tamil Nadu,FALSE,FALSE,FALSE,FALSE,33AABCA8398K1ZA,,PA9600021,TRUE,0,0,0,0,FALSE,1,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
AC TRADERS,"ERNAKULAM,KOCHI",ERNAKULAM,Kerala,FALSE,FALSE,FALSE,FALSE,,,PA9600018,TRUE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
ACE CHEMICALS,"SIDCO INDL.ESTATE,METTUR DAM, TAMILNADU",Salem,Tamil Nadu,FALSE,FALSE,FALSE,FALSE,33AAMFA5214A1Z5,AAMFA5214A,PA9500059,TRUE,0,0,0,0,FALSE,1,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
ACE FINEPACK PRIVATE LIMITED,"PULLEPADY JUNCTION,COCHIN.",COCHIN,Kerala,FALSE,FALSE,FALSE,FALSE,32AABCM6043R1Z8,AABCM6043R,PA9500070,TRUE,0,0,0,0,FALSE,1,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
ACID & CHEMICAL TRADING CO.,"N.M.S.COMPOUND,ERODE.",Erode,Tamil Nadu,FALSE,FALSE,FALSE,FALSE,33AACFA2208G1Z7,,PA9500080,TRUE,0,0,0,0,FALSE,1,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
ACID INDIA (BANGALORE),"6TH MAIN ROAD, NR.EAST END CIRLCE,,J.P NAGAR 3RD PHASE, BANGALORE",Bangalore,Karnataka,FALSE,FALSE,FALSE,FALSE,,,PA9500077,TRUE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
ACID SALES CORPORATION,"BEHIND BOMBAY OXYGEN, L.B.MARG,MULUND WEST, BOMBAY ",BOMBAY,Maharashtra,FALSE,FALSE,FALSE,FALSE,27AAEFA6790R1ZO,AAEFA6790R,PA9500020,TRUE,0,0,0,0,FALSE,1,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
ACURO ORGANICS LIMITED,"5-B RAJENDRA PARK,NEW DELHI.",NEW DELHI,Delhi,FALSE,FALSE,FALSE,FALSE,,,PA9500084,TRUE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
ADHUNIK TRANSPORT ORGANISATION LTD.,"SUDAMA NAGAR,BANGALORE",Bangalore,Maharashtra,FALSE,FALSE,FALSE,FALSE,27AAACA4457G1ZT,AAACA4457G,PA9600001,TRUE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
adithya ORGANICS,"NANJANGUD,MYSORE-DIST,KARNATAKA",NANJANGUD,Karnataka,FALSE,FALSE,FALSE,FALSE,,AEPPL0002A,PA9500074,TRUE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
AEROMECH EQUIPMENTS PVT.LTD.,"BELL NAGAR, KUNDRATHUR ROAD,,PORUR, CHENNAI, TAMILNADU",Chennai,Tamil Nadu,FALSE,FALSE,FALSE,FALSE,,,PA9500099,TRUE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
AG TRADERS,"FORT,COIMBATORE",Coimbatore,Tamil Nadu,FALSE,FALSE,FALSE,FALSE,,,PA9600017,TRUE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
"AGAPPE DIAGNOSTICS LTD.,","AGAPPE HILLS, PATTIMATTOM P.O., COCHIN -683562, ",COCHIN,Kerala,India,FALSE,FALSE,FALSE,32AACCA3940Q1ZL,FALSE,9100116,FALSE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
AGRI NEEDS,"5TH CROSS, MAHADWAR ROAD, BELGAUM, ",Bangalore,FALSE,India,FALSE,FALSE,FALSE,29AAGFA4380F1ZH,FALSE,9300014,FALSE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
AGRICULTURAL & INDUSTRIAL SUPPLIES.,"BANGALORE - ,",Bangalore,Karnataka,FALSE,FALSE,FALSE,FALSE,29AABFA6475G1ZC,,PA9500013,TRUE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
AGRO CHEMICALS & FERTILIZERS,"PULLIKKAL.P.O., MALAPPURAM DIST., ",Malappuram,FALSE,India,FALSE,FALSE,FALSE,,FALSE,9100005,FALSE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
AJANTA PACKAGING COMPANY,"PAHAR GANJ,NEW DELHI ",NEW DELHI,Delhi,FALSE,FALSE,FALSE,FALSE,,,PA9500037,TRUE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
AKRON HEALTHCARE (P) LTD.,"SONEPAT,HARYANA",HARYANA,Haryana,FALSE,FALSE,FALSE,FALSE,,,PA9500093,TRUE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
ALCHEMY LAB SOLUTIONS,"EDAPPALLY, KOCHI-682 024., , ",Kochi,Kerala,India,FALSE,FALSE,FALSE,32AATFA2749R1ZR,FALSE,9100087,FALSE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
ALCHEMY LAB SOLUTIONS,"EDAPPALLY, ERNAKULAM,KOCHI","EDAPPALLY, KOCHI",Kerala,FALSE,FALSE,FALSE,FALSE,32AATFA2749R1ZR,AATFA2749R,PA9500095,TRUE,0,0,0,0,FALSE,1,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
ALKALI METALS LTD.,"I.D.A., UPPAL,,HYDERABAD",Hyderabad,TELENGANA,FALSE,FALSE,FALSE,FALSE,36AABCA7302B1ZD,AABCA7302B,PA9500048,TRUE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
ALLIED ENGINEERING,",",Thrissur,Kerala,FALSE,FALSE,FALSE,FALSE,32AAEFA1021D1ZK,,PA9600020,TRUE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
ALLIED PLASTO MOULDERS,"MACHOHALLI GATE, MAGADI MAIN ROAD,BANGALORE",Bangalore,Karnataka,FALSE,FALSE,FALSE,FALSE,29AASPB1504C1Z5,AASPB1504C,PA9500040,TRUE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
ALLIPO CHEMICALS,"MAKARPURA ROAD, P.B.No.716,BARODA",BARODA,Gujarat,FALSE,FALSE,FALSE,FALSE,24AACFA5510H1Z1,AACFA5510H,PA9500010,TRUE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
ALLKOSHYS ALLSPICES,"NATTAKOM P.O, KOTTAYAM - 686 013, KERALA",Kottayam,FALSE,India,FALSE,FALSE,FALSE,,FALSE,9100034,FALSE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
ALPHA LABORATORY EQUIPMENTS & CHEMICALS,"CHAMBAKKARA, KOCHI-682 038., ",Kochi,Kerala,India,FALSE,FALSE,FALSE,32AAWFA0210E1Z3,FALSE,9100114,FALSE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
ALPHA PACK PVT.LTD.,"NEAR ERUMATHALA IDA, AMBUNADU,ALUVA ",ALUVA,Kerala,FALSE,FALSE,FALSE,FALSE,,,PA9500094,TRUE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
ALPHA SCIENTIFIC LABORATORIES,"ARASAN EYE HOSPITAL ROAD,, ERODE - 11, ",Erode,FALSE,India,FALSE,FALSE,FALSE,33AHQPA1320A1ZB,FALSE,9275001,FALSE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
ALPHAA SCIENTIFIC LABORATORIES,"ARASAN EYE HOSPITAL ROAD, ERODE - 11, ",Erode,FALSE,India,FALSE,FALSE,FALSE,33AHQPA1320A1ZB,FALSE,9250033,FALSE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
ALSAFA TRADERS,"ALUVA,ERNAKULAM",ALUVA,Kerala,FALSE,FALSE,FALSE,FALSE,,,PA9500091,TRUE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
AMALA WOMEN'S WELFARE CENTRE,"K.K.DIST.  - 629 175, , ",THUCKALAY,FALSE,India,FALSE,FALSE,FALSE,33AAAAA5958N1ZH,FALSE,9250030,FALSE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
AMBIKA PHARMACEUTICAL&CHEMICAL INDUSTRES,"SHIV-SENA BHAVAN PATH,SHIVAJI PARK,,MUMBAI",Mumbai,Maharashtra,FALSE,FALSE,FALSE,FALSE,27AEJPS3583B1ZC,,PA9500039,TRUE,0,0,0,0,FALSE,1,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
AMBUJA SOLVEX PVT.LTD.,"RAJPUR, KADI,MEHSANA, N.GUJARAT","MEHSANA, AHMEDABAD",Gujarat,FALSE,FALSE,FALSE,FALSE,,AAECA8048D,PA9500063,TRUE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
AMCOS XL PAINTS (INDIA) PVT.LTD.,"EDAYAR, MUPPATHADOM, ALWAYE - 683 110, ",ERNAKULAM,FALSE,India,FALSE,FALSE,FALSE,32AAHCA5605M1ZQ,FALSE,9100386,FALSE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
AMIJAL CHEMICALS,"ANKLESHWAR,,GUJARAT.",GUJARAT,Gujarat,FALSE,FALSE,FALSE,FALSE,24AACPM6586D1ZQ,AACPM6586D,PA9500026,TRUE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
AMIT CELLULOSE PRODUCTS,"RAJA INDL.ESTATE, PLOT NO.705-B,,P.K.ROAD, MULUND (W), MUMBAI",Mumbai,Maharashtra,FALSE,FALSE,FALSE,FALSE,,AMVPS1704L,PA9500103,TRUE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
AMIT FINE CHEM,"OFF A.C.ROAD, ASHOK NAGAR,KANDIVALI (EAST), MUMBAI.",Mumbai,Maharashtra,FALSE,FALSE,FALSE,FALSE,27ALJPS3940D1Z0,,PA9500066,TRUE,0,0,0,0,FALSE,1,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
AMIT FINE CHEM,"RAJA INDUSTRIAL ESTATE, P.K.ROAD,MULUND (W), MUMBAI","MULUND, MUMBAI.",Maharashtra,FALSE,FALSE,FALSE,FALSE,,,PA9500075,TRUE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
AMRITA INSTITUTE OF MEDICAL SCIENCE &,"AMRITA LANE,, ELAMAKKARA P.O,, COCHIN - 682 026.",ERNAKULAM.,Kerala,India,FALSE,FALSE,FALSE,,FALSE,9100010,FALSE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
AMRITA SANSKRIT HIGHER SECONDARY SCHOOL,"QUILON - 691 574., , ",QUILON,FALSE,India,FALSE,FALSE,FALSE,,FALSE,9100014,FALSE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
AMRITA STORES,"EAST GATE,MADURAI",Madurai,Tamil Nadu,FALSE,FALSE,FALSE,FALSE,,,PA9500071,TRUE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
AMRITA VIDYALAYAM,"EDAPPALLY NORTH.P.O., ERNAKULAM, KOCHI-682 024.","EDAPPALLY, COCHIN",FALSE,India,FALSE,FALSE,FALSE,,FALSE,9100022,FALSE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
AMRITA VIDYALAYAM,"KARUNAGAPPALLY, KOLLAM, ",Kollam,FALSE,India,FALSE,FALSE,FALSE,,FALSE,9100027,FALSE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
AMRITA VISHWA VIDYAPEETHAM,"AMRITAPURI,CLAPPANA.P.O., KOLLAM - 690525, ","AMRITAPURI, KOLLAM",FALSE,India,FALSE,FALSE,FALSE,,FALSE,9100052,FALSE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
AMRITA VISHWA VIDYAPEETHAM UNIVERSITY,"KOCHI-682 041, , ",Kochi,FALSE,India,FALSE,FALSE,FALSE,,FALSE,9100092,FALSE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
AMRITHA TRADES,"NORTH PARAVUR.,",NORTH PARAVUR,Kerala,FALSE,FALSE,FALSE,FALSE,32AAUFA2343N1Z8,,PA9500083,TRUE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
AMSAL CHEM PVT.LTD.,"GIDC INDUSTRIAL ESTATE,ANKLESHWAR",Ankleshwar,Gujarat,FALSE,FALSE,FALSE,FALSE,24AAACA3281G1Z3,AAACA3281G,PA9500072,TRUE,0,0,0,0,FALSE,1,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
ANAND ENTERPRISES,"SION CHUNABBATTI ROAD, CHUNABBATTI EAST,MUMBAI",Mumbai,Maharashtra,FALSE,FALSE,FALSE,FALSE,27AAEFA6249B1ZR,AAEFA6249B,PA9500022,TRUE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
"ANAND SCIENTIFIC CO., (COCHIN)","THORAIPAKKAM, CHENNAI - 600 097, ",Chennai,FALSE,India,FALSE,FALSE,FALSE,33AAIPR0004K1Z0,FALSE,9250036,FALSE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
ANAND SCIENTIFIC COMPANY,"THORAIPAKKAM, CHENNAI-600 097,, ",Chennai,Tamil Nadu,India,FALSE,FALSE,FALSE,33AAIPR0004K1Z0,FALSE,9225002,FALSE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
ANCHOR CHEMICALS INDUSTRIES,"M.I.D.C,,TARAPUR, DIST.THANE, BOISAR",Mumbai,Maharashtra,FALSE,FALSE,FALSE,FALSE,27AAAFA2322B1ZD,,PA9500003,TRUE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
ANGEL SCIENTIFIC STORES,"GOVIND MITRA ROAD, PATNA - 800 004, ",PATNA,Bihar,India,FALSE,FALSE,FALSE,10AFYPS6337P1ZJ,FALSE,9445022,FALSE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
ANIL KUMAR.V.K.,",",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,PA9600004,TRUE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
ANILKUMAR.C.S.,"DESOM.P.O.,ALUVA",ALUVA,Kerala,FALSE,FALSE,FALSE,FALSE,,,PA9600019,TRUE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
ANKITA CHEMICAL CORPORATION,"NAIGAUM CROSS ROAD, DADAR (E),MUMBAI",Mumbai,Maharashtra,FALSE,FALSE,FALSE,FALSE,,,PA9500017,TRUE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
ANKITA CHEMICAL CORPORATION,"NAIGAUM CROSS ROAD,,DADAR (E), MUMBAI",Mumbai,Maharashtra,FALSE,FALSE,FALSE,FALSE,27ABBFA8423H1ZK,,PA9500097,TRUE,0,0,0,0,FALSE,1,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
ANNEXE CHEM PVT.LTD.,"AT-MANJUSAR, TAL,,SAVLI DIST.VADODARA, GUJARAT",Vadodara,Gujarat,FALSE,FALSE,FALSE,FALSE,24AAGCA9795F1ZC,AAGCA9795F,PA9500089,TRUE,0,0,0,0,FALSE,1,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
ANUGRAHA ELECTRONICS CENTRE,"KOLLAM - 691 582, , ",Kollam,FALSE,India,FALSE,FALSE,FALSE,32AAATA4780B1ZB,FALSE,9100031,FALSE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
APK METAL & COOKWARES,"KOCHI,",Kochi,Kerala,FALSE,FALSE,FALSE,FALSE,,,PA9500096,TRUE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
APURVA CHEMICALS,"PLOT NO.13,OLD MIDC SECTION OFFICE ROAD,,KULGAON, THANE , MAHARASHTRA",Thane,Maharashtra,FALSE,FALSE,FALSE,FALSE,,,PA9500086,TRUE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
AQUA PURIFICATION SYSTEMS,"JAGIR AMMAPALAYAM,SALEM ",Salem,Tamil Nadu,FALSE,FALSE,FALSE,FALSE,33ACTPG9856H1Z1,ACTPG9856H,PA9500014,TRUE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
ARC PARCEL SERVICE PVT.LTD.,"ERNAKULAM,",ERNAKULAM,Kerala,FALSE,FALSE,FALSE,FALSE,,,PA9600009,TRUE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
ARC PARCEL SERVICE PVT.LTD.,"DR.RAJENDRA PRASAD ROAD,COIMBATORE",Coimbatore,Tamil Nadu,FALSE,FALSE,FALSE,FALSE,33AACCA4389D1ZX,,PA9600022,TRUE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
ARCH INDUSTRIES,"B/s CORAL PLAZA,Nr.TEMPLE,P.O SUBHANPURA,VADODARA",Vadodara,Gujarat,FALSE,FALSE,FALSE,FALSE,,AALFA3668B,PA9600016,TRUE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
ARIHANT ALUMINIUM CORPORATION,"BANGALORE.,",Bangalore,Karnataka,FALSE,FALSE,FALSE,FALSE,,,PA9500068,TRUE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
AROFINE CHEMICAL INDUSTRIES,"DOMBIVLI MIDC ROAD,DOMBIVLI (E)",Mumbai,Maharashtra,FALSE,FALSE,FALSE,FALSE,,,PA9500002,TRUE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
