Sale Order,Date of order,reference,Customer,Product,Quantity,Discount,Taxes,Tax Desc,Unit Price,Sub Total,Total
SO1411,2017-09-11,"""""",9400500,P20571,30.0,45.0,12.0,Inter,230.0,3795.0,4250.4
SO1412,2017-09-11,"""PO:4500107546 DT:08/09/2017""",9100575,S13888,4.0,0.0,18.0,Local,1750.0,7000.0,8260.0
SO1410,2017-09-11,"""""",9200500,L84251,400.0,5.0,18.0,Inter,822.0,312360.0,368584.8
SO1409,2017-09-11,"""PO : 0035   DT:09/09/2017""",9100087,A12217,1.0,38.0,18.0,Local,1033.0,640.46,19591.88
SO1409,2017-09-11,"""PO : 0035   DT:09/09/2017""",9100087,A12329,1.0,38.0,18.0,Local,281.0,174.22,19591.88
SO1409,2017-09-11,"""PO : 0035   DT:09/09/2017""",9100087,B10329,1.0,38.0,18.0,Local,197.0,122.14,19591.88
SO1409,2017-09-11,"""PO : 0035   DT:09/09/2017""",9100087,C21709,5.0,38.0,18.0,Local,354.0,1097.4,19591.88
SO1409,2017-09-11,"""PO : 0035   DT:09/09/2017""",9100087,D15051,20.0,41.1,18.0,Local,375.0,4417.5,19591.88
SO1409,2017-09-11,"""PO : 0035   DT:09/09/2017""",9100087,D21083,2.0,38.0,12.0,Local,225.0,279.0,19591.88
SO1409,2017-09-11,"""PO : 0035   DT:09/09/2017""",9100087,E10217,1.0,38.0,18.0,Local,156.0,96.72,19591.88
SO1409,2017-09-11,"""PO : 0035   DT:09/09/2017""",9100087,G31171,5.0,38.0,12.0,Local,101.0,313.1,19591.88
SO1409,2017-09-11,"""PO : 0035   DT:09/09/2017""",9100087,H11037,1.0,38.0,18.0,Local,942.0,584.04,19591.88
SO1409,2017-09-11,"""PO : 0035   DT:09/09/2017""",9100087,J10525,1.0,38.0,18.0,Local,271.0,168.02,19591.88
SO1409,2017-09-11,"""PO : 0035   DT:09/09/2017""",9100087,M12237,1.0,38.0,18.0,Local,1308.0,810.96,19591.88
SO1409,2017-09-11,"""PO : 0035   DT:09/09/2017""",9100087,M31701,3.0,38.0,18.0,Local,1016.0,1889.76,19591.88
SO1409,2017-09-11,"""PO : 0035   DT:09/09/2017""",9100087,N11579,6.0,38.0,18.0,Local,270.0,1004.4,19591.88
SO1409,2017-09-11,"""PO : 0035   DT:09/09/2017""",9100087,P10429,10.0,38.0,18.0,Local,324.0,2008.8,19591.88
SO1409,2017-09-11,"""PO : 0035   DT:09/09/2017""",9100087,P11829,1.0,38.0,18.0,Local,163.0,101.06,19591.88
SO1409,2017-09-11,"""PO : 0035   DT:09/09/2017""",9100087,P13629,1.0,38.0,18.0,Local,232.0,143.84,19591.88
SO1409,2017-09-11,"""PO : 0035   DT:09/09/2017""",9100087,S10829,1.0,38.0,18.0,Local,485.0,300.7,19591.88
SO1409,2017-09-11,"""PO : 0035   DT:09/09/2017""",9100087,S11929,2.0,38.0,18.0,Local,157.0,194.68,19591.88
SO1409,2017-09-11,"""PO : 0035   DT:09/09/2017""",9100087,S12929,10.0,38.0,18.0,Local,179.0,1109.8,19591.88
SO1409,2017-09-11,"""PO : 0035   DT:09/09/2017""",9100087,S13339,1.0,38.0,18.0,Local,184.0,114.08,19591.88
SO1409,2017-09-11,"""PO : 0035   DT:09/09/2017""",9100087,S14217,1.0,38.0,18.0,Local,574.0,355.88,19591.88
SO1409,2017-09-11,"""PO : 0035   DT:09/09/2017""",9100087,S14817,1.0,38.0,18.0,Local,541.0,335.42,19591.88
SO1409,2017-09-11,"""PO : 0035   DT:09/09/2017""",9100087,T11629,1.0,38.0,18.0,Local,415.0,257.3,19591.88
SO1409,2017-09-11,"""PO : 0035   DT:09/09/2017""",9100087,U10229,1.0,38.0,18.0,Local,184.0,114.08,19591.88
SO1408,2017-09-11,"""PO: 0483    DT:08/09/2017""",9100378,C10989,2.0,0.0,18.0,Local,4000.0,8000.0,38515.2
SO1408,2017-09-11,"""PO: 0483    DT:08/09/2017""",9100378,M10339,6.0,0.0,18.0,Local,380.0,2280.0,38515.2
SO1408,2017-09-11,"""PO: 0483    DT:08/09/2017""",9100378,S11688,4.0,0.0,18.0,Local,3500.0,14000.0,38515.2
SO1408,2017-09-11,"""PO: 0483    DT:08/09/2017""",9100378,S11988,4.0,0.0,18.0,Local,2090.0,8360.0,38515.2
SO1407,2017-09-09,"""PO DT :09/09/2017""",9100660,A10129,6.0,38.0,18.0,Local,222.0,825.84,13273.38
SO1407,2017-09-09,"""PO DT :09/09/2017""",9100660,A12429,6.0,38.0,18.0,Local,173.0,643.56,13273.38
SO1407,2017-09-09,"""PO DT :09/09/2017""",9100660,B43601,5.0,38.0,12.0,Local,176.0,545.6,13273.38
SO1407,2017-09-09,"""PO DT :09/09/2017""",9100660,B44601,5.0,38.0,18.0,Local,176.0,545.6,13273.38
SO1407,2017-09-09,"""PO DT :09/09/2017""",9100660,B45601,5.0,38.0,12.0,Local,176.0,545.6,13273.38
SO1407,2017-09-09,"""PO DT :09/09/2017""",9100660,C11829,6.0,38.0,18.0,Local,287.0,1067.64,13273.38
SO1407,2017-09-09,"""PO DT :09/09/2017""",9100660,C11837,1.0,38.0,18.0,Local,1158.0,717.96,13273.38
SO1407,2017-09-09,"""PO DT :09/09/2017""",9100660,F10329,3.0,38.0,18.0,Local,163.0,303.18,13273.38
SO1407,2017-09-09,"""PO DT :09/09/2017""",9100660,L30575,2.0,38.0,12.0,Local,160.0,198.4,13273.38
SO1407,2017-09-09,"""PO DT :09/09/2017""",9100660,P14317,5.0,38.0,18.0,Local,1050.0,3255.0,13273.38
SO1407,2017-09-09,"""PO DT :09/09/2017""",9100660,S24571,20.0,38.0,12.0,Local,99.0,1227.6,13273.38
SO1407,2017-09-09,"""PO DT :09/09/2017""",9100660,W12079,6.0,38.0,12.0,Local,425.0,1581.0,13273.38
SO1406,2017-09-09,"""PO DT:09/09/2017""",9100440,B44601,3.0,38.0,12.0,Local,176.0,327.36,4709.13
SO1406,2017-09-09,"""PO DT:09/09/2017""",9100440,M30625,1.0,38.0,18.0,Local,457.0,283.34,4709.13
SO1406,2017-09-09,"""PO DT:09/09/2017""",9100440,N10729,16.0,41.1,18.0,Local,158.0,1488.99,4709.13
SO1406,2017-09-09,"""PO DT:09/09/2017""",9100440,P14317,2.0,38.0,18.0,Local,1050.0,1302.0,4709.13
SO1406,2017-09-09,"""PO DT:09/09/2017""",9100440,S16929,1.0,38.0,18.0,Local,314.0,194.68,4709.13
SO1406,2017-09-09,"""PO DT:09/09/2017""",9100440,V12009,3.0,38.0,18.0,Local,221.0,411.06,4709.13
SO1405,2017-09-09,"""""",9100020,A10201,2.0,38.0,18.0,Local,498.0,617.52,2825.44
SO1405,2017-09-09,"""""",9100020,G10229,2.0,38.0,18.0,Local,190.0,235.6,2825.44
SO1405,2017-09-09,"""""",9100020,I10917,1.0,38.0,12.0,Local,1290.0,799.8,2825.44
SO1405,2017-09-09,"""""",9100020,L10829,2.0,38.0,18.0,Local,403.0,499.72,2825.44
SO1405,2017-09-09,"""""",9100020,S39929,2.0,38.0,5.0,Local,256.0,317.44,2825.44
SO1404,2017-09-09,"""ASTER DM HEALTH CARE PVT LTD""",9100020,L30579,50.0,44.2,12.0,Local,285.0,7951.5,8905.68
SO1402,2017-09-09,"""PO/GST/01/17-18  DT: 08/09/2017""",9455100,B10517,10.0,47.0,12.0,Inter,852.0,4515.6,5057.47
SO1401,2017-09-09,"""PO/GST/01/17-18  DT 08/9/2017""",9455100,R10288,1.0,0.0,18.0,Inter,12925.0,12925.0,15251.5
SO1400,2017-09-09,"""ASC/TVM/PO/010/2017-18   DT: 08/09/2017""",9100001,A10529,16.0,41.1,18.0,Local,280.0,2638.72,15156.7
SO1400,2017-09-09,"""ASC/TVM/PO/010/2017-18   DT: 08/09/2017""",9100001,E20671,10.0,38.0,12.0,Local,93.0,576.6,15156.7
SO1400,2017-09-09,"""ASC/TVM/PO/010/2017-18   DT: 08/09/2017""",9100001,F21971,10.0,38.0,12.0,Local,137.0,849.4,15156.7
SO1400,2017-09-09,"""ASC/TVM/PO/010/2017-18   DT: 08/09/2017""",9100001,I11129,32.0,41.1,18.0,Local,247.0,4655.46,15156.7
SO1400,2017-09-09,"""ASC/TVM/PO/010/2017-18   DT: 08/09/2017""",9100001,I71537,2.0,38.0,18.0,Local,1273.0,1578.52,15156.7
SO1400,2017-09-09,"""ASC/TVM/PO/010/2017-18   DT: 08/09/2017""",9100001,P20571,10.0,38.0,12.0,Local,230.0,1426.0,15156.7
SO1400,2017-09-09,"""ASC/TVM/PO/010/2017-18   DT: 08/09/2017""",9100001,P21471,10.0,38.0,12.0,Local,105.0,651.0,15156.7
SO1400,2017-09-09,"""ASC/TVM/PO/010/2017-18   DT: 08/09/2017""",9100001,P40871,10.0,38.0,12.0,Local,95.0,589.0,15156.7
SO1400,2017-09-09,"""ASC/TVM/PO/010/2017-18   DT: 08/09/2017""",9100001,S14029,1.0,38.0,18.0,Local,142.0,88.04,15156.7
SO1399,2017-09-09,"""VM17180179  DT: 08/09/2017""",9100310,A13329,20.0,44.2,18.0,Local,163.0,1819.08,24035.97
SO1399,2017-09-09,"""VM17180179  DT: 08/09/2017""",9100310,D10729,16.0,44.2,18.0,Local,488.0,4356.86,24035.97
SO1399,2017-09-09,"""VM17180179  DT: 08/09/2017""",9100310,E11529,16.0,44.2,18.0,Local,324.0,2892.67,24035.97
SO1399,2017-09-09,"""VM17180179  DT: 08/09/2017""",9100310,I10610,4.0,41.1,18.0,Local,348.0,819.89,24035.97
SO1399,2017-09-09,"""VM17180179  DT: 08/09/2017""",9100310,O10129,6.0,41.1,18.0,Local,498.0,1759.93,24035.97
SO1399,2017-09-09,"""VM17180179  DT: 08/09/2017""",9100310,S10929,20.0,44.2,18.0,Local,260.0,2901.6,24035.97
SO1399,2017-09-09,"""VM17180179  DT: 08/09/2017""",9100310,S13929,40.0,44.2,18.0,Local,150.0,3348.0,24035.97
SO1399,2017-09-09,"""VM17180179  DT: 08/09/2017""",9100310,S20815,4.0,41.1,18.0,Local,374.0,881.14,24035.97
SO1399,2017-09-09,"""VM17180179  DT: 08/09/2017""",9100310,T11417,6.0,41.1,18.0,Local,450.0,1590.3,24035.97
SO1397,2017-09-09,"""DDRC DIAGANOSTIC""",9100020,S22379,25.0,10.0,12.0,Local,26.67,600.08,672.08
SO1396,2017-09-09,"""PO Dt: 08/09/2017""",9100530,A11929,10.0,38.0,18.0,Local,170.0,1054.0,1243.72
SO1395,2017-09-09,"""""",9100020,S21951,100.0,0.0,18.0,Local,240.0,24000.0,28320.0
SO1394,2017-09-09,"""DDRC SLR DIAGANOSTIC """,9100020,D15051,60.0,0.0,18.0,Local,120.0,7200.0,8496.0
SO1390,2017-09-08,"""PO Dt: 08/09/2017""",9400300,I94537,10.0,45.0,18.0,Inter,1439.0,7914.5,9339.11
SO1389,2017-09-08,"""""",9100310,I11101,12.0,0.0,18.0,Local,625.0,7500.0,14750.0
SO1389,2017-09-08,"""""",9100310,P11539,2.0,0.0,18.0,Local,550.0,1100.0,14750.0
SO1389,2017-09-08,"""""",9100310,S10939,12.0,0.0,18.0,Local,325.0,3900.0,14750.0
SO1388,2017-09-08,"""DDRC DIAGNOSTIC  Dt: 08/09/2017""",9100020,S20951,40.0,10.0,12.0,Local,275.0,9900.0,11088.0
SO1387,2017-09-08,"""PO NO: VM17180177  Dt : 07/09/2017""",9100310,D15080,42.0,0.0,18.0,Local,960.0,40320.0,47577.6
SO1385,2017-09-08,"""""",9100153,A11651,28.0,0.0,18.0,Local,130.0,3640.0,260207.7
SO1385,2017-09-08,"""""",9100153,A11699,158.0,0.0,18.0,Local,550.0,86900.0,260207.7
SO1385,2017-09-08,"""""",9100153,A15388,1.0,0.0,18.0,Local,2675.0,2675.0,260207.7
SO1385,2017-09-08,"""""",9100153,N11539,3.0,0.0,18.0,Local,3100.0,9300.0,260207.7
SO1385,2017-09-08,"""""",9100153,S12088,1.0,0.0,18.0,Local,1750.0,1750.0,260207.7
SO1385,2017-09-08,"""""",9100153,S12887,250.0,0.0,18.0,Local,450.0,112500.0,260207.7
SO1385,2017-09-08,"""""",9100153,S13688,2.0,0.0,18.0,Local,1875.0,3750.0,260207.7
SO1386,2017-09-08,"""ORDER Dt: 08/09/2017""",9445026,NG3007,120.0,47.75,18.0,Inter,61.0,3824.7,47030.44
SO1386,2017-09-08,"""ORDER Dt: 08/09/2017""",9445026,NG3009,120.0,47.75,18.0,Inter,102.0,6395.4,47030.44
SO1386,2017-09-08,"""ORDER Dt: 08/09/2017""",9445026,NG4403,10.0,45.0,18.0,Inter,401.0,2205.5,47030.44
SO1386,2017-09-08,"""ORDER Dt: 08/09/2017""",9445026,NG4603,2.0,45.0,18.0,Inter,5927.0,6519.7,47030.44
SO1386,2017-09-08,"""ORDER Dt: 08/09/2017""",9445026,NG5834,1.0,45.0,18.0,Inter,7620.0,4191.0,47030.44
SO1386,2017-09-08,"""ORDER Dt: 08/09/2017""",9445026,NG8212,1000.0,47.75,18.0,Inter,6.0,3135.0,47030.44
SO1386,2017-09-08,"""ORDER Dt: 08/09/2017""",9445026,NG8213,1000.0,47.75,18.0,Inter,8.0,4180.0,47030.44
SO1386,2017-09-08,"""ORDER Dt: 08/09/2017""",9445026,NG8232,3000.0,47.75,18.0,Inter,6.0,9405.0,47030.44
SO1383,2017-09-08,"""No: 17201353 dated 06.09.17""",9100424,C12899,2.0,0.0,28.0,Local,1500.0,3000.0,3840.0
SO1381,2017-09-08,"""No: 316 daqted 07.09.17""",9250611,I15089,2.0,0.0,18.0,Inter,3600.0,7200.0,8496.0
SO1380,2017-09-08,"""Order for DDRC SLR""",9100020,A10529,10.0,44.2,18.0,Local,280.0,1562.4,34979.92
SO1380,2017-09-08,"""Order for DDRC SLR""",9100020,M31701,5.0,44.2,18.0,Local,1016.0,2834.64,34979.92
SO1380,2017-09-08,"""Order for DDRC SLR""",9100020,B11729,5.0,44.2,18.0,Local,238.0,664.02,34979.92
SO1380,2017-09-08,"""Order for DDRC SLR""",9100020,S22579,3.0,44.2,12.0,Local,130.0,217.62,34979.92
SO1380,2017-09-08,"""Order for DDRC SLR""",9100020,C31271,10.0,44.2,12.0,Local,110.0,613.8,34979.92
SO1380,2017-09-08,"""Order for DDRC SLR""",9100020,W25540,5.0,44.2,12.0,Local,350.0,976.5,34979.92
SO1380,2017-09-08,"""Order for DDRC SLR""",9100020,C33971,20.0,44.2,12.0,Local,91.0,1015.56,34979.92
SO1380,2017-09-08,"""Order for DDRC SLR""",9100020,E30809,5.0,44.2,18.0,Local,206.0,574.74,34979.92
SO1380,2017-09-08,"""Order for DDRC SLR""",9100020,G31171,10.0,44.2,12.0,Local,101.0,563.58,34979.92
SO1380,2017-09-08,"""Order for DDRC SLR""",9100020,H31001,10.0,44.2,18.0,Local,1600.0,8928.0,34979.92
SO1380,2017-09-08,"""Order for DDRC SLR""",9100020,I10917,4.0,44.2,12.0,Local,1290.0,2879.28,34979.92
SO1380,2017-09-08,"""Order for DDRC SLR""",9100020,P12529,5.0,44.2,18.0,Local,281.0,783.99,34979.92
SO1380,2017-09-08,"""Order for DDRC SLR""",9100020,P13429,3.0,44.2,18.0,Local,463.0,775.06,34979.92
SO1380,2017-09-08,"""Order for DDRC SLR""",9100020,A61579,3.0,41.1,12.0,Local,163.0,288.02,34979.92
SO1380,2017-09-08,"""Order for DDRC SLR""",9100020,P14317,3.0,44.2,18.0,Local,1050.0,1757.7,34979.92
SO1380,2017-09-08,"""Order for DDRC SLR""",9100020,S15029,5.0,44.2,18.0,Local,190.0,530.1,34979.92
SO1380,2017-09-08,"""Order for DDRC SLR""",9100020,S24571,50.0,44.2,12.0,Local,99.0,2762.1,34979.92
SO1380,2017-09-08,"""Order for DDRC SLR""",9100020,S30271,10.0,44.2,12.0,Local,119.0,664.02,34979.92
SO1380,2017-09-08,"""Order for DDRC SLR""",9100020,T10919,3.0,44.2,18.0,Local,255.0,426.87,34979.92
SO1380,2017-09-08,"""Order for DDRC SLR""",9100020,T14217,3.0,44.2,18.0,Local,496.0,830.3,34979.92
SO1380,2017-09-08,"""Order for DDRC SLR""",9100020,W20671,10.0,44.2,12.0,Local,95.0,530.1,34979.92
SO1379,2017-09-08,"""Order dt: 02/09/2017""",9100114,A10425,4.0,38.0,18.0,Local,1005.0,2492.4,27767.12
SO1379,2017-09-08,"""Order dt: 02/09/2017""",9100114,A13629,3.0,38.0,18.0,Local,215.0,399.9,27767.12
SO1379,2017-09-08,"""Order dt: 02/09/2017""",9100114,A15529,5.0,38.0,18.0,Local,206.0,638.6,27767.12
SO1379,2017-09-08,"""Order dt: 02/09/2017""",9100114,B11129,4.0,38.0,18.0,Local,749.0,1857.52,27767.12
SO1379,2017-09-08,"""Order dt: 02/09/2017""",9100114,B12329,1.0,38.0,18.0,Local,736.0,456.32,27767.12
SO1379,2017-09-08,"""Order dt: 02/09/2017""",9100114,B42771,2.0,38.0,12.0,Local,82.0,101.68,27767.12
SO1379,2017-09-08,"""Order dt: 02/09/2017""",9100114,C10829,2.0,38.0,18.0,Local,638.0,791.12,27767.12
SO1379,2017-09-08,"""Order dt: 02/09/2017""",9100114,C11025,4.0,38.0,18.0,Local,623.0,1545.04,27767.12
SO1379,2017-09-08,"""Order dt: 02/09/2017""",9100114,C33971,5.0,38.0,12.0,Local,91.0,282.1,27767.12
SO1379,2017-09-08,"""Order dt: 02/09/2017""",9100114,D11529,6.0,38.0,18.0,Local,282.0,1049.04,27767.12
SO1379,2017-09-08,"""Order dt: 02/09/2017""",9100114,E10229,4.0,38.0,18.0,Local,655.0,1624.4,27767.12
SO1379,2017-09-08,"""Order dt: 02/09/2017""",9100114,E11429,6.0,38.0,18.0,Local,228.0,848.16,27767.12
SO1379,2017-09-08,"""Order dt: 02/09/2017""",9100114,E30109,20.0,38.0,18.0,Local,215.0,2666.0,27767.12
SO1379,2017-09-08,"""Order dt: 02/09/2017""",9100114,F11929,4.0,38.0,18.0,Local,160.0,396.8,27767.12
SO1379,2017-09-08,"""Order dt: 02/09/2017""",9100114,G10229,3.0,38.0,18.0,Local,190.0,353.4,27767.12
SO1379,2017-09-08,"""Order dt: 02/09/2017""",9100114,G31171,5.0,38.0,12.0,Local,101.0,313.1,27767.12
SO1379,2017-09-08,"""Order dt: 02/09/2017""",9100114,L12117,20.0,38.0,12.0,Local,211.0,2616.4,27767.12
SO1379,2017-09-08,"""Order dt: 02/09/2017""",9100114,L40851,10.0,38.0,12.0,Local,77.0,477.4,27767.12
SO1379,2017-09-08,"""Order dt: 02/09/2017""",9100114,L40951,10.0,38.0,12.0,Local,77.0,477.4,27767.12
SO1379,2017-09-08,"""Order dt: 02/09/2017""",9100114,N10737,4.0,38.0,18.0,Local,562.0,1393.76,27767.12
SO1379,2017-09-08,"""Order dt: 02/09/2017""",9100114,P10517,5.0,38.0,18.0,Local,424.0,1314.4,27767.12
SO1379,2017-09-08,"""Order dt: 02/09/2017""",9100114,P71109,1.0,38.0,18.0,Local,758.0,469.96,27767.12
SO1379,2017-09-08,"""Order dt: 02/09/2017""",9100114,S11929,5.0,38.0,18.0,Local,157.0,486.7,27767.12
SO1379,2017-09-08,"""Order dt: 02/09/2017""",9100114,S12479,4.0,38.0,18.0,Local,281.0,696.88,27767.12
SO1376,2017-09-08,"""""",9100587,NG5868,20.0,34.0,18.0,Local,169.0,2230.8,2632.34
SO1375,2017-09-08,"""Pending items of Order 23/08/2017 - ( 07/09/2017 )""",9100381,A10529,10.0,41.1,18.0,Local,280.0,1649.2,13792.69
SO1375,2017-09-08,"""Pending items of Order 23/08/2017 - ( 07/09/2017 )""",9100381,A12329,10.0,41.1,18.0,Local,281.0,1655.09,13792.69
SO1375,2017-09-08,"""Pending items of Order 23/08/2017 - ( 07/09/2017 )""",9100381,C20329,1.0,41.1,18.0,Local,553.0,325.72,13792.69
SO1375,2017-09-08,"""Pending items of Order 23/08/2017 - ( 07/09/2017 )""",9100381,C32329,1.0,41.1,18.0,Local,567.0,333.96,13792.69
SO1375,2017-09-08,"""Pending items of Order 23/08/2017 - ( 07/09/2017 )""",9100381,D11529,16.0,41.1,18.0,Local,282.0,2657.57,13792.69
SO1375,2017-09-08,"""Pending items of Order 23/08/2017 - ( 07/09/2017 )""",9100381,D13229,3.0,41.1,18.0,Local,475.0,839.33,13792.69
SO1375,2017-09-08,"""Pending items of Order 23/08/2017 - ( 07/09/2017 )""",9100381,E13129,5.0,41.1,18.0,Local,714.0,2102.73,13792.69
SO1375,2017-09-08,"""Pending items of Order 23/08/2017 - ( 07/09/2017 )""",9100381,S11929,10.0,41.1,18.0,Local,157.0,924.73,13792.69
SO1375,2017-09-08,"""Pending items of Order 23/08/2017 - ( 07/09/2017 )""",9100381,S20371,2.0,41.1,18.0,Local,1019.0,1200.38,13792.69
SO-331-B-148,2017-09-08,"""""",9225702,D30475,12.0,35.0,12.0,Local,340.0,2652.0,8907.14
SO-331-B-148,2017-09-08,"""""",9225702,H31001,2.0,35.0,18.0,Local,1600.0,2080.0,8907.14
SO-331-B-148,2017-09-08,"""""",9225702,L30579,7.0,35.0,12.0,Local,285.0,1296.75,8907.14
SO-331-B-148,2017-09-08,"""""",9225702,P21471,1.0,35.0,12.0,Local,105.0,68.25,8907.14
SO-331-B-148,2017-09-08,"""""",9225702,R20171,1.0,35.0,12.0,Local,95.0,61.75,8907.14
SO-331-B-148,2017-09-08,"""""",9225702,S24571,5.0,35.0,12.0,Local,99.0,321.75,8907.14
SO-331-B-148,2017-09-08,"""""",9225702,W20671,1.0,35.0,12.0,Local,95.0,61.75,8907.14
SO-331-B-148,2017-09-08,"""""",9225702,X10229,7.0,35.0,18.0,Local,271.0,1233.05,8907.14
SO1371,2017-09-08,"""""",9100378,D15051,130.0,0.0,18.0,Local,110.0,14300.0,16874.0
SO1370,2017-09-08,"""""",9400300,I70888,50.0,0.0,18.0,Inter,2500.0,125000.0,147500.0
SO1369,2017-09-07,"""""",9300110,NG6852,10.0,45.0,18.0,Inter,371.0,2040.5,2407.79
SO1366,2017-09-07,"""""",9100208,A10137,4.0,38.0,18.0,Local,865.0,2145.2,43443.28
SO1366,2017-09-07,"""""",9100208,A10529,10.0,38.0,18.0,Local,280.0,1736.0,43443.28
SO1366,2017-09-07,"""""",9100208,A10629,5.0,38.0,18.0,Local,400.0,1240.0,43443.28
SO1366,2017-09-07,"""""",9100208,A11687,2.0,38.0,18.0,Local,432.0,535.68,43443.28
SO1366,2017-09-07,"""""",9100208,B60687,4.0,38.0,18.0,Local,1289.0,3196.72,43443.28
SO1366,2017-09-07,"""""",9100208,C12929,2.0,38.0,18.0,Local,475.0,589.0,43443.28
SO1366,2017-09-07,"""""",9100208,H10229,10.0,38.0,18.0,Local,120.0,744.0,43443.28
SO1366,2017-09-07,"""""",9100208,H50399,6.0,38.0,18.0,Local,115.0,427.8,43443.28
SO1366,2017-09-07,"""""",9100208,H70929,1.0,38.0,18.0,Local,276.0,171.12,43443.28
SO1366,2017-09-07,"""""",9100208,I11451,8.0,38.0,18.0,Local,3137.0,15559.52,43443.28
SO1366,2017-09-07,"""""",9100208,I51079,2.0,38.0,12.0,Local,405.0,502.2,43443.28
SO1366,2017-09-07,"""""",9100208,L40951,5.0,38.0,12.0,Local,77.0,238.7,43443.28
SO1366,2017-09-07,"""""",9100208,O10129,3.0,38.0,18.0,Local,498.0,926.28,43443.28
SO1366,2017-09-07,"""""",9100208,P10129,5.0,38.0,18.0,Local,414.0,1283.4,43443.28
SO1366,2017-09-07,"""""",9100208,P10439,5.0,38.0,18.0,Local,333.0,1032.3,43443.28
SO1366,2017-09-07,"""""",9100208,P12129,3.0,38.0,18.0,Local,602.0,1119.72,43443.28
SO1366,2017-09-07,"""""",9100208,P63978,2.0,38.0,18.0,Local,365.0,452.6,43443.28
SO1366,2017-09-07,"""""",9100208,S10029,4.0,38.0,18.0,Local,522.0,1294.56,43443.28
SO1366,2017-09-07,"""""",9100208,S15029,8.0,38.0,18.0,Local,190.0,942.4,43443.28
SO1366,2017-09-07,"""""",9100208,S15037,4.0,38.0,18.0,Local,739.0,1832.72,43443.28
SO1366,2017-09-07,"""""",9100208,S39929,5.0,38.0,5.0,Local,256.0,793.6,43443.28
SO1366,2017-09-07,"""""",9100208,T78929,1.0,38.0,18.0,Local,287.0,177.94,43443.28
SO1368,2017-09-07,"""""",9100587,A10129,6.0,38.0,18.0,Local,222.0,825.84,64004.35
SO1368,2017-09-07,"""""",9100587,A10529,5.0,38.0,18.0,Local,280.0,868.0,64004.35
SO1368,2017-09-07,"""""",9100587,A11429,4.0,38.0,18.0,Local,166.0,411.68,64004.35
SO1368,2017-09-07,"""""",9100587,A11679,6.0,38.0,18.0,Local,122.0,453.84,64004.35
SO1368,2017-09-07,"""""",9100587,A11829,3.0,38.0,18.0,Local,272.0,505.92,64004.35
SO1368,2017-09-07,"""""",9100587,A11929,2.0,38.0,18.0,Local,170.0,210.8,64004.35
SO1368,2017-09-07,"""""",9100587,A12029,3.0,38.0,18.0,Local,758.0,1409.88,64004.35
SO1368,2017-09-07,"""""",9100587,A13329,3.0,38.0,18.0,Local,163.0,303.18,64004.35
SO1368,2017-09-07,"""""",9100587,A14129,4.0,38.0,18.0,Local,219.0,543.12,64004.35
SO1368,2017-09-07,"""""",9100587,A15617,2.0,38.0,18.0,Local,1191.0,1476.84,64004.35
SO1368,2017-09-07,"""""",9100587,B10329,5.0,38.0,18.0,Local,197.0,610.7,64004.35
SO1368,2017-09-07,"""""",9100587,B10929,3.0,38.0,18.0,Local,266.0,494.76,64004.35
SO1368,2017-09-07,"""""",9100587,B20829,6.0,38.0,12.0,Local,130.0,483.6,64004.35
SO1368,2017-09-07,"""""",9100587,B21271,4.0,38.0,12.0,Local,104.0,257.92,64004.35
SO1368,2017-09-07,"""""",9100587,C10017,3.0,38.0,18.0,Local,210.0,390.6,64004.35
SO1368,2017-09-07,"""""",9100587,C10629,3.0,38.0,18.0,Local,163.0,303.18,64004.35
SO1368,2017-09-07,"""""",9100587,C10729,3.0,38.0,18.0,Local,142.0,264.12,64004.35
SO1368,2017-09-07,"""""",9100587,C11029,3.0,38.0,18.0,Local,206.0,383.16,64004.35
SO1368,2017-09-07,"""""",9100587,C11529,3.0,38.0,18.0,Local,180.0,334.8,64004.35
SO1368,2017-09-07,"""""",9100587,C11829,5.0,38.0,18.0,Local,287.0,889.7,64004.35
SO1368,2017-09-07,"""""",9100587,C14029,3.0,38.0,18.0,Local,801.0,1489.86,64004.35
SO1368,2017-09-07,"""""",9100587,C33971,3.0,38.0,12.0,Local,91.0,169.26,64004.35
SO1368,2017-09-07,"""""",9100587,E11429,2.0,38.0,18.0,Local,228.0,282.72,64004.35
SO1368,2017-09-07,"""""",9100587,F10329,4.0,38.0,18.0,Local,163.0,404.24,64004.35
SO1368,2017-09-07,"""""",9100587,F10729,4.0,38.0,18.0,Local,130.0,322.4,64004.35
SO1368,2017-09-07,"""""",9100587,F11229,5.0,38.0,18.0,Local,134.0,415.4,64004.35
SO1368,2017-09-07,"""""",9100587,F11429,2.0,38.0,18.0,Local,454.0,562.96,64004.35
SO1368,2017-09-07,"""""",9100587,F20179,4.0,38.0,12.0,Local,240.0,595.2,64004.35
SO1368,2017-09-07,"""""",9100587,H10729,3.0,38.0,18.0,Local,230.0,427.8,64004.35
SO1368,2017-09-07,"""""",9100587,I40656,20.0,38.0,12.0,Local,194.0,2405.6,64004.35
SO1368,2017-09-07,"""""",9100587,I41056,10.0,38.0,12.0,Local,194.0,1202.8,64004.35
SO1368,2017-09-07,"""""",9100587,I51079,4.0,38.0,12.0,Local,405.0,1004.4,64004.35
SO1368,2017-09-07,"""""",9100587,L10129,5.0,38.0,18.0,Local,357.0,1106.7,64004.35
