Sale Order,Date of order,reference,Customer,Product,Quantity,Discount,Taxes,Tax Desc,Unit Price,Sub Total,Total 
SO905,2017-08-17,"""BTK 127""",9100208,B13929,2.0,38.0,18.0,Local,417.0,517.08,15867.74
SO905,2017-08-17,"""BTK 127""",9100208,E13129,1.0,38.0,18.0,Local,714.0,442.68,15867.74
SO905,2017-08-17,"""BTK 127""",9100208,H10237,4.0,38.0,18.0,Local,463.0,1148.24,15867.74
SO905,2017-08-17,"""BTK 127""",9100208,I10917,1.0,38.0,12.0,Local,1290.0,799.8,15867.74
SO905,2017-08-17,"""BTK 127""",9100208,M10717,1.0,38.0,18.0,Local,2272.0,1408.64,15867.74
SO905,2017-08-17,"""BTK 127""",9100208,M13025,2.0,38.0,18.0,Local,222.0,275.28,15867.74
SO905,2017-08-17,"""BTK 127""",9100208,N10329,4.0,38.0,18.0,Local,336.0,833.28,15867.74
SO905,2017-08-17,"""BTK 127""",9100208,N10737,4.0,38.0,18.0,Local,562.0,1393.76,15867.74
SO905,2017-08-17,"""BTK 127""",9100208,N11579,3.0,38.0,18.0,Local,270.0,502.2,15867.74
SO905,2017-08-17,"""BTK 127""",9100208,P10429,3.0,38.0,18.0,Local,324.0,602.64,15867.74
SO905,2017-08-17,"""BTK 127""",9100208,P10517,2.0,38.0,18.0,Local,424.0,525.76,15867.74
SO905,2017-08-17,"""BTK 127""",9100208,P63978,4.0,38.0,18.0,Local,365.0,905.2,15867.74
SO905,2017-08-17,"""BTK 127""",9100208,S10029,2.0,38.0,18.0,Local,522.0,647.28,15867.74
SO905,2017-08-17,"""BTK 127""",9100208,S14704,1.0,38.0,18.0,Local,1541.0,955.42,15867.74
SO905,2017-08-17,"""BTK 127""",9100208,S39929,2.0,38.0,5.0,Local,256.0,317.44,15867.74
SO905,2017-08-17,"""BTK 127""",9100208,S42005,2.0,38.0,18.0,Local,1602.0,1986.48,15867.74
SO905,2017-08-17,"""BTK 127""",9100208,Z10729,2.0,38.0,18.0,Local,211.0,261.64,15867.74
SO903,2017-08-17,"""""",9100377,B10929,16.0,38.0,18.0,Local,266.0,2638.72,26830.28
SO903,2017-08-17,"""""",9100377,C11525,2.0,38.0,18.0,Local,190.0,235.6,26830.28
SO903,2017-08-17,"""""",9100377,H10229,16.0,38.0,18.0,Local,120.0,1190.4,26830.28
SO903,2017-08-17,"""""",9100377,L30329,20.0,38.0,18.0,Local,407.0,5046.8,26830.28
SO903,2017-08-17,"""""",9100377,L30575,20.0,38.0,12.0,Local,160.0,1984.0,26830.28
SO903,2017-08-17,"""""",9100377,L30579,20.0,38.0,12.0,Local,285.0,3534.0,26830.28
SO903,2017-08-17,"""""",9100377,M12629,2.0,38.0,18.0,Local,475.0,589.0,26830.28
SO903,2017-08-17,"""""",9100377,N10329,2.0,38.0,18.0,Local,336.0,416.64,26830.28
SO903,2017-08-17,"""""",9100377,S15029,16.0,38.0,18.0,Local,190.0,1884.8,26830.28
SO903,2017-08-17,"""""",9100377,S15037,12.0,38.0,18.0,Local,739.0,5498.16,26830.28
SO901,2017-08-17,"""""",9100586,A10137,2.0,38.0,18.0,Local,865.0,1072.6,31322.82
SO901,2017-08-17,"""""",9100586,A11679,4.0,38.0,18.0,Local,122.0,302.56,31322.82
SO901,2017-08-17,"""""",9100586,A11829,1.0,38.0,18.0,Local,272.0,168.64,31322.82
SO901,2017-08-17,"""""",9100586,A12329,1.0,38.0,18.0,Local,281.0,174.22,31322.82
SO901,2017-08-17,"""""",9100586,A14129,1.0,38.0,18.0,Local,219.0,135.78,31322.82
SO901,2017-08-17,"""""",9100586,B10929,3.0,38.0,18.0,Local,266.0,494.76,31322.82
SO901,2017-08-17,"""""",9100586,B11679,1.0,38.0,18.0,Local,416.0,257.92,31322.82
SO901,2017-08-17,"""""",9100586,B13929,1.0,38.0,18.0,Local,417.0,258.54,31322.82
SO901,2017-08-17,"""""",9100586,B21271,1.0,38.0,12.0,Local,104.0,64.48,31322.82
SO901,2017-08-17,"""""",9100586,C12529,1.0,38.0,18.0,Local,2700.0,1674.0,31322.82
SO901,2017-08-17,"""""",9100586,C12929,3.0,38.0,18.0,Local,475.0,883.5,31322.82
SO901,2017-08-17,"""""",9100586,C15325,1.0,38.0,18.0,Local,714.0,442.68,31322.82
SO901,2017-08-17,"""""",9100586,D31205,1.0,38.0,18.0,Local,595.0,368.9,31322.82
SO901,2017-08-17,"""""",9100586,E11437,4.0,38.0,18.0,Local,899.0,2229.52,31322.82
SO901,2017-08-17,"""""",9100586,E13129,1.0,38.0,18.0,Local,714.0,442.68,31322.82
SO901,2017-08-17,"""""",9100586,F10329,1.0,38.0,18.0,Local,163.0,101.06,31322.82
SO901,2017-08-17,"""""",9100586,H10237,2.0,38.0,18.0,Local,463.0,574.12,31322.82
SO901,2017-08-17,"""""",9100586,H16017,1.0,38.0,18.0,Local,346.0,214.52,31322.82
SO901,2017-08-17,"""""",9100586,H72037,4.0,38.0,18.0,Local,3029.0,7511.92,31322.82
SO901,2017-08-17,"""""",9100586,L30329,1.0,38.0,18.0,Local,407.0,252.34,31322.82
SO901,2017-08-17,"""""",9100586,P10337,4.0,38.0,18.0,Local,920.0,2281.6,31322.82
SO901,2017-08-17,"""""",9100586,P13749,1.0,38.0,18.0,Local,293.0,181.66,31322.82
SO901,2017-08-17,"""""",9100586,P35109,1.0,38.0,18.0,Local,865.0,536.3,31322.82
SO901,2017-08-17,"""""",9100586,R10225,1.0,38.0,18.0,Local,900.0,558.0,31322.82
SO901,2017-08-17,"""""",9100586,S10329,1.0,38.0,18.0,Local,405.0,251.1,31322.82
SO901,2017-08-17,"""""",9100586,S10829,5.0,38.0,18.0,Local,485.0,1503.5,31322.82
SO901,2017-08-17,"""""",9100586,S11929,2.0,38.0,18.0,Local,157.0,194.68,31322.82
SO901,2017-08-17,"""""",9100586,S12029,6.0,38.0,18.0,Local,220.0,818.4,31322.82
SO901,2017-08-17,"""""",9100586,S12329,1.0,38.0,18.0,Local,309.0,191.58,31322.82
SO901,2017-08-17,"""""",9100586,S12929,4.0,38.0,18.0,Local,179.0,443.92,31322.82
SO901,2017-08-17,"""""",9100586,S13129,1.0,38.0,18.0,Local,357.0,221.34,31322.82
SO901,2017-08-17,"""""",9100586,S13317,1.0,38.0,18.0,Local,199.0,123.38,31322.82
SO901,2017-08-17,"""""",9100586,S13929,1.0,38.0,18.0,Local,150.0,93.0,31322.82
SO901,2017-08-17,"""""",9100586,S14029,1.0,38.0,18.0,Local,142.0,88.04,31322.82
SO901,2017-08-17,"""""",9100586,S26071,1.0,38.0,12.0,Local,115.0,71.3,31322.82
SO901,2017-08-17,"""""",9100586,T33271,1.0,38.0,12.0,Local,1647.0,1021.14,31322.82
SO901,2017-08-17,"""""",9100586,Z10529,1.0,38.0,18.0,Local,645.0,399.9,31322.82
SO898,2017-08-17,"""""",9100685,A10529,16.0,44.2,18.0,Local,280.0,2499.84,83880.19
SO898,2017-08-17,"""""",9100685,A11651,4.0,44.2,18.0,Local,648.0,1446.34,83880.19
SO898,2017-08-17,"""""",9100685,A11679,16.0,44.2,18.0,Local,122.0,1089.22,83880.19
SO898,2017-08-17,"""""",9100685,A11829,20.0,44.2,18.0,Local,272.0,3035.52,83880.19
SO898,2017-08-17,"""""",9100685,A44001,3.0,44.2,18.0,Local,281.0,470.39,83880.19
SO898,2017-08-17,"""""",9100685,A74337,1.0,44.2,18.0,Local,1175.0,655.65,83880.19
SO898,2017-08-17,"""""",9100685,B10129,5.0,44.2,18.0,Local,540.0,1506.6,83880.19
SO898,2017-08-17,"""""",9100685,B10329,20.0,44.2,18.0,Local,197.0,2198.52,83880.19
SO898,2017-08-17,"""""",9100685,B10729,20.0,44.2,18.0,Local,213.0,2377.08,83880.19
SO898,2017-08-17,"""""",9100685,B10829,3.0,44.2,18.0,Local,232.0,388.37,83880.19
SO898,2017-08-17,"""""",9100685,B11517,1.0,44.2,18.0,Local,488.0,272.3,83880.19
SO898,2017-08-17,"""""",9100685,B11629,4.0,44.2,18.0,Local,336.0,749.95,83880.19
SO898,2017-08-17,"""""",9100685,B11729,3.0,44.2,18.0,Local,238.0,398.41,83880.19
SO898,2017-08-17,"""""",9100685,B12571,2.0,44.2,12.0,Local,61.0,68.08,83880.19
SO898,2017-08-17,"""""",9100685,B42671,10.0,44.2,12.0,Local,82.0,457.56,83880.19
SO898,2017-08-17,"""""",9100685,C10217,1.0,44.2,18.0,Local,200.0,111.6,83880.19
SO898,2017-08-17,"""""",9100685,C11029,3.0,44.2,18.0,Local,206.0,344.84,83880.19
SO898,2017-08-17,"""""",9100685,C11837,4.0,44.2,18.0,Local,1158.0,2584.66,83880.19
SO898,2017-08-17,"""""",9100685,C12329,20.0,44.2,18.0,Local,246.0,2745.36,83880.19
SO898,2017-08-17,"""""",9100685,C12401,4.0,44.2,28.0,Local,1004.0,2240.93,83880.19
SO898,2017-08-17,"""""",9100685,C15229,1.0,44.2,18.0,Local,488.0,272.3,83880.19
SO898,2017-08-17,"""""",9100685,D15051,12.0,44.2,18.0,Local,375.0,2511.0,83880.19
SO898,2017-08-17,"""""",9100685,E41209,2.0,44.2,18.0,Local,194.0,216.5,83880.19
SO898,2017-08-17,"""""",9100685,F10833,5.0,44.2,18.0,Local,348.0,970.92,83880.19
SO898,2017-08-17,"""""",9100685,F11201,8.0,44.2,18.0,Local,874.0,3901.54,83880.19
SO898,2017-08-17,"""""",9100685,F11829,1.0,44.2,18.0,Local,445.0,248.31,83880.19
SO898,2017-08-17,"""""",9100685,H10229,32.0,44.2,18.0,Local,120.0,2142.72,83880.19
SO898,2017-08-17,"""""",9100685,M10717,2.0,44.2,18.0,Local,2272.0,2535.55,83880.19
SO898,2017-08-17,"""""",9100685,M11529,2.0,44.2,18.0,Local,5251.0,5860.12,83880.19
SO898,2017-08-17,"""""",9100685,M12225,1.0,44.2,5.0,Local,377.0,210.37,83880.19
SO898,2017-08-17,"""""",9100685,M22671,4.0,44.2,12.0,Local,755.0,1685.16,83880.19
SO898,2017-08-17,"""""",9100685,M31771,4.0,44.2,12.0,Local,98.0,218.74,83880.19
SO898,2017-08-17,"""""",9100685,N10117,1.0,44.2,18.0,Local,269.0,150.1,83880.19
SO898,2017-08-17,"""""",9100685,N10729,16.0,44.2,18.0,Local,158.0,1410.62,83880.19
SO898,2017-08-17,"""""",9100685,N12025,1.0,44.2,18.0,Local,568.0,316.94,83880.19
SO898,2017-08-17,"""""",9100685,O10129,2.0,44.2,18.0,Local,498.0,555.77,83880.19
SO898,2017-08-17,"""""",9100685,P10171,2.0,44.2,12.0,Local,188.0,209.81,83880.19
SO898,2017-08-17,"""""",9100685,P10429,16.0,44.2,18.0,Local,324.0,2892.67,83880.19
SO898,2017-08-17,"""""",9100685,P13429,10.0,44.2,18.0,Local,463.0,2583.54,83880.19
SO898,2017-08-17,"""""",9100685,P35109,2.0,44.2,18.0,Local,865.0,965.34,83880.19
SO898,2017-08-17,"""""",9100685,R20171,1.0,44.2,12.0,Local,95.0,53.01,83880.19
SO898,2017-08-17,"""""",9100685,S11929,3.0,44.2,18.0,Local,157.0,262.82,83880.19
SO898,2017-08-17,"""""",9100685,S12129,3.0,44.2,18.0,Local,260.0,435.24,83880.19
SO898,2017-08-17,"""""",9100685,S13339,2.0,44.2,18.0,Local,184.0,205.34,83880.19
SO898,2017-08-17,"""""",9100685,S13539,1.0,44.2,18.0,Local,1272.0,709.78,83880.19
SO898,2017-08-17,"""""",9100685,S14325,5.0,44.2,18.0,Local,288.0,803.52,83880.19
SO898,2017-08-17,"""""",9100685,S14429,5.0,44.2,18.0,Local,338.0,943.02,83880.19
SO898,2017-08-17,"""""",9100685,S14817,3.0,44.2,18.0,Local,541.0,905.63,83880.19
SO898,2017-08-17,"""""",9100685,S15029,32.0,44.2,18.0,Local,190.0,3392.64,83880.19
SO898,2017-08-17,"""""",9100685,S16229,1.0,44.2,18.0,Local,222.0,123.88,83880.19
SO898,2017-08-17,"""""",9100685,S16717,3.0,44.2,18.0,Local,530.0,887.22,83880.19
SO898,2017-08-17,"""""",9100685,W12079,16.0,44.2,12.0,Local,425.0,3794.4,83880.19
SO898,2017-08-17,"""""",9100685,W20671,1.0,44.2,12.0,Local,95.0,53.01,83880.19
SO898,2017-08-17,"""""",9100685,Z10129,6.0,44.2,18.0,Local,373.0,1248.8,83880.19
SO898,2017-08-17,"""""",9100685,Z70425,4.0,44.2,18.0,Local,572.0,1276.7,83880.19
SO892,2017-08-17,"""""",9450301,L10429,60.0,0.0,18.0,Inter,287.5,17250.0,42185.0
SO892,2017-08-17,"""""",9450301,P13429,100.0,0.0,18.0,Inter,185.0,18500.0,42185.0
SO890,2017-08-17,"""""",9100530,F11201,12.0,38.0,18.0,Local,874.0,6502.56,13730.66
SO890,2017-08-17,"""""",9100530,P10129,20.0,38.0,18.0,Local,414.0,5133.6,13730.66
SO889,2017-08-17,"""""",9100530,G11550,8.0,0.0,18.0,Local,490.0,3920.0,7740.8
SO889,2017-08-17,"""""",9100530,S12834,60.0,0.0,18.0,Local,44.0,2640.0,7740.8
SO885,2017-08-17,"""""",9100087,A12329,2.0,38.0,18.0,Local,281.0,348.44,5855.2
SO885,2017-08-17,"""""",9100087,A12717,1.0,38.0,18.0,Local,894.0,554.28,5855.2
SO885,2017-08-17,"""""",9100087,E11437,2.0,38.0,18.0,Local,899.0,1114.76,5855.2
SO885,2017-08-17,"""""",9100087,H11037,1.0,38.0,18.0,Local,942.0,584.04,5855.2
SO885,2017-08-17,"""""",9100087,N12429,4.0,38.0,28.0,Local,98.0,243.04,5855.2
SO885,2017-08-17,"""""",9100087,O10129,2.0,38.0,18.0,Local,498.0,617.52,5855.2
SO885,2017-08-17,"""""",9100087,S10829,2.0,38.0,18.0,Local,485.0,601.4,5855.2
SO885,2017-08-17,"""""",9100087,S12029,1.0,38.0,18.0,Local,220.0,136.4,5855.2
SO885,2017-08-17,"""""",9100087,S75629,1.0,38.0,18.0,Local,232.0,143.84,5855.2
SO885,2017-08-17,"""""",9100087,T10937,1.0,38.0,18.0,Local,964.0,597.68,5855.2
SO883,2017-08-17,"""BPUR1718-0248 dt.29/05/2017""",9100644,C75037,400.0,0.0,18.0,Local,455.0,182000.0,3300349.6
SO883,2017-08-17,"""BPUR1718-0248 dt.29/05/2017""",9100644,C84803,42.0,0.0,18.0,Local,2575.0,108150.0,3300349.6
SO883,2017-08-17,"""BPUR1718-0248 dt.29/05/2017""",9100644,G84503,322.0,0.0,18.0,Local,2660.0,856520.0,3300349.6
SO883,2017-08-17,"""BPUR1718-0248 dt.29/05/2017""",9100644,H10223,44.0,0.0,18.0,Local,875.0,38500.0,3300349.6
SO883,2017-08-17,"""BPUR1718-0248 dt.29/05/2017""",9100644,I16088,52.0,0.0,18.0,Local,2550.0,132600.0,3300349.6
SO883,2017-08-17,"""BPUR1718-0248 dt.29/05/2017""",9100644,I50851,14.0,0.0,18.0,Local,875.0,12250.0,3300349.6
SO883,2017-08-17,"""BPUR1718-0248 dt.29/05/2017""",9100644,M83288,36.0,0.0,18.0,Local,9225.0,332100.0,3300349.6
SO883,2017-08-17,"""BPUR1718-0248 dt.29/05/2017""",9100644,P84651,12.0,0.0,18.0,Local,550.0,6600.0,3300349.6
SO883,2017-08-17,"""BPUR1718-0248 dt.29/05/2017""",9100644,S10655,36.0,0.0,18.0,Local,1125.0,40500.0,3300349.6
SO883,2017-08-17,"""BPUR1718-0248 dt.29/05/2017""",9100644,S83405,190.0,0.0,18.0,Local,5350.0,1016500.0,3300349.6
SO883,2017-08-17,"""BPUR1718-0248 dt.29/05/2017""",9100644,S83805,40.0,0.0,0,No tax,2100.0,84000.0,3300349.6
SO881,2017-08-17,"""""",9100450,S10978,3.0,0.0,18.0,Local,3125.0,9375.0,11062.5
SO877,2017-08-16,"""233/17-18""",9100361,A10129,6.0,38.0,18.0,Local,222.0,825.84,74416.14
SO877,2017-08-16,"""233/17-18""",9100361,A10529,6.0,38.0,18.0,Local,280.0,1041.6,74416.14
SO877,2017-08-16,"""233/17-18""",9100361,A10629,4.0,38.0,18.0,Local,400.0,992.0,74416.14
SO877,2017-08-16,"""233/17-18""",9100361,A11025,2.0,38.0,18.0,Local,215.0,266.6,74416.14
SO877,2017-08-16,"""233/17-18""",9100361,A11129,3.0,38.0,18.0,Local,190.0,353.4,74416.14
SO877,2017-08-16,"""233/17-18""",9100361,A11229,6.0,38.0,18.0,Local,208.0,773.76,74416.14
SO877,2017-08-16,"""233/17-18""",9100361,A11429,6.0,38.0,18.0,Local,166.0,617.52,74416.14
SO877,2017-08-16,"""233/17-18""",9100361,A11629,1.0,38.0,18.0,Local,568.0,352.16,74416.14
SO877,2017-08-16,"""233/17-18""",9100361,A11679,6.0,38.0,18.0,Local,122.0,453.84,74416.14
SO877,2017-08-16,"""233/17-18""",9100361,A11687,4.0,38.0,18.0,Local,432.0,1071.36,74416.14
SO877,2017-08-16,"""233/17-18""",9100361,A11829,3.0,38.0,18.0,Local,272.0,505.92,74416.14
SO877,2017-08-16,"""233/17-18""",9100361,A11929,10.0,38.0,18.0,Local,170.0,1054.0,74416.14
SO877,2017-08-16,"""233/17-18""",9100361,A12429,3.0,38.0,18.0,Local,173.0,321.78,74416.14
SO877,2017-08-16,"""233/17-18""",9100361,A13329,6.0,38.0,18.0,Local,163.0,606.36,74416.14
SO877,2017-08-16,"""233/17-18""",9100361,A14129,10.0,38.0,18.0,Local,219.0,1357.8,74416.14
SO877,2017-08-16,"""233/17-18""",9100361,A15025,2.0,38.0,18.0,Local,185.0,229.4,74416.14
SO877,2017-08-16,"""233/17-18""",9100361,A15429,2.0,38.0,18.0,Local,247.0,306.28,74416.14
SO877,2017-08-16,"""233/17-18""",9100361,B10119,3.0,38.0,18.0,Local,336.0,624.96,74416.14
SO877,2017-08-16,"""233/17-18""",9100361,B10129,3.0,38.0,18.0,Local,540.0,1004.4,74416.14
SO877,2017-08-16,"""233/17-18""",9100361,B10329,6.0,38.0,18.0,Local,197.0,732.84,74416.14
SO877,2017-08-16,"""233/17-18""",9100361,B10729,6.0,38.0,18.0,Local,213.0,792.36,74416.14
SO877,2017-08-16,"""233/17-18""",9100361,B10929,3.0,38.0,18.0,Local,266.0,494.76,74416.14
SO877,2017-08-16,"""233/17-18""",9100361,B11479,2.0,38.0,18.0,Local,408.0,505.92,74416.14
SO877,2017-08-16,"""233/17-18""",9100361,B11517,1.0,38.0,18.0,Local,488.0,302.56,74416.14
SO877,2017-08-16,"""233/17-18""",9100361,B11729,3.0,38.0,18.0,Local,238.0,442.68,74416.14
SO877,2017-08-16,"""233/17-18""",9100361,B13929,2.0,38.0,18.0,Local,417.0,517.08,74416.14
SO877,2017-08-16,"""233/17-18""",9100361,B20829,6.0,38.0,12.0,Local,130.0,483.6,74416.14
SO877,2017-08-16,"""233/17-18""",9100361,B21271,6.0,38.0,12.0,Local,104.0,386.88,74416.14
SO877,2017-08-16,"""233/17-18""",9100361,B32229,3.0,38.0,12.0,Local,240.0,446.4,74416.14
SO877,2017-08-16,"""233/17-18""",9100361,C10129,3.0,38.0,18.0,Local,424.0,788.64,74416.14
SO877,2017-08-16,"""233/17-18""",9100361,C10729,4.0,38.0,18.0,Local,142.0,352.16,74416.14
SO877,2017-08-16,"""233/17-18""",9100361,C10929,3.0,38.0,18.0,Local,168.0,312.48,74416.14
SO877,2017-08-16,"""233/17-18""",9100361,C11129,3.0,38.0,18.0,Local,243.0,451.98,74416.14
SO877,2017-08-16,"""233/17-18""",9100361,C11529,3.0,38.0,18.0,Local,180.0,334.8,74416.14
SO877,2017-08-16,"""233/17-18""",9100361,C11829,4.0,38.0,18.0,Local,287.0,711.76,74416.14
SO877,2017-08-16,"""233/17-18""",9100361,C12401,1.0,38.0,28.0,Local,1004.0,622.48,74416.14
SO877,2017-08-16,"""233/17-18""",9100361,C12429,3.0,38.0,28.0,Local,160.0,297.6,74416.14
SO877,2017-08-16,"""233/17-18""",9100361,C12617,4.0,38.0,18.0,Local,540.0,1339.2,74416.14
SO877,2017-08-16,"""233/17-18""",9100361,C12929,6.0,38.0,18.0,Local,475.0,1767.0,74416.14
SO877,2017-08-16,"""233/17-18""",9100361,C17317,1.0,38.0,18.0,Local,249.0,154.38,74416.14
SO877,2017-08-16,"""233/17-18""",9100361,D10729,2.0,38.0,18.0,Local,488.0,605.12,74416.14
SO877,2017-08-16,"""233/17-18""",9100361,D10809,1.0,38.0,18.0,Local,148.0,91.76,74416.14
SO877,2017-08-16,"""233/17-18""",9100361,D11529,6.0,38.0,18.0,Local,282.0,1049.04,74416.14
SO877,2017-08-16,"""233/17-18""",9100361,D20079,2.0,38.0,18.0,Local,74.0,91.76,74416.14
SO877,2017-08-16,"""233/17-18""",9100361,E10217,2.0,38.0,18.0,Local,156.0,193.44,74416.14
SO877,2017-08-16,"""233/17-18""",9100361,F10329,3.0,38.0,18.0,Local,163.0,303.18,74416.14
SO877,2017-08-16,"""233/17-18""",9100361,F10729,10.0,38.0,18.0,Local,130.0,806.0,74416.14
SO877,2017-08-16,"""233/17-18""",9100361,F11229,6.0,38.0,18.0,Local,134.0,498.48,74416.14
SO877,2017-08-16,"""233/17-18""",9100361,F20179,6.0,38.0,12.0,Local,240.0,892.8,74416.14
SO877,2017-08-16,"""233/17-18""",9100361,F20279,6.0,38.0,12.0,Local,425.0,1581.0,74416.14
SO877,2017-08-16,"""233/17-18""",9100361,G10229,2.0,38.0,18.0,Local,190.0,235.6,74416.14
SO877,2017-08-16,"""233/17-18""",9100361,H10229,16.0,38.0,18.0,Local,120.0,1190.4,74416.14
SO877,2017-08-16,"""233/17-18""",9100361,H10237,4.0,38.0,18.0,Local,463.0,1148.24,74416.14
SO877,2017-08-16,"""233/17-18""",9100361,H10729,3.0,38.0,18.0,Local,230.0,427.8,74416.14
SO877,2017-08-16,"""233/17-18""",9100361,H11029,1.0,38.0,18.0,Local,260.0,161.2,74416.14
SO877,2017-08-16,"""233/17-18""",9100361,I40956,10.0,38.0,12.0,Local,184.0,1140.8,74416.14
SO877,2017-08-16,"""233/17-18""",9100361,L10129,4.0,38.0,18.0,Local,357.0,885.36,74416.14
SO877,2017-08-16,"""233/17-18""",9100361,L30329,2.0,38.0,18.0,Local,407.0,504.68,74416.14
SO877,2017-08-16,"""233/17-18""",9100361,L30575,4.0,38.0,12.0,Local,160.0,396.8,74416.14
SO877,2017-08-16,"""233/17-18""",9100361,L40851,24.0,38.0,12.0,Local,77.0,1145.76,74416.14
SO877,2017-08-16,"""233/17-18""",9100361,L40951,24.0,38.0,12.0,Local,77.0,1145.76,74416.14
SO877,2017-08-16,"""233/17-18""",9100361,L41171,12.0,38.0,12.0,Local,102.0,758.88,74416.14
SO877,2017-08-16,"""233/17-18""",9100361,L41181,12.0,38.0,12.0,Local,102.0,758.88,74416.14
SO877,2017-08-16,"""233/17-18""",9100361,M10129,3.0,38.0,18.0,Local,160.0,297.6,74416.14
SO877,2017-08-16,"""233/17-18""",9100361,M11629,2.0,38.0,18.0,Local,336.0,416.64,74416.14
SO877,2017-08-16,"""233/17-18""",9100361,M30709,6.0,38.0,18.0,Local,180.0,669.6,74416.14
SO877,2017-08-16,"""233/17-18""",9100361,M31871,3.0,38.0,12.0,Local,120.0,223.2,74416.14
SO877,2017-08-16,"""233/17-18""",9100361,N10729,16.0,38.0,18.0,Local,158.0,1567.36,74416.14
SO877,2017-08-16,"""233/17-18""",9100361,N20271,6.0,38.0,12.0,Local,155.0,576.6,74416.14
SO877,2017-08-16,"""233/17-18""",9100361,O10229,3.0,38.0,18.0,Local,249.0,463.14,74416.14
SO877,2017-08-16,"""233/17-18""",9100361,P10329,2.0,38.0,18.0,Local,242.0,300.08,74416.14
SO877,2017-08-16,"""233/17-18""",9100361,P10429,3.0,38.0,18.0,Local,324.0,602.64,74416.14
SO877,2017-08-16,"""233/17-18""",9100361,P40871,6.0,38.0,12.0,Local,95.0,353.4,74416.14
SO877,2017-08-16,"""233/17-18""",9100361,S10329,2.0,38.0,18.0,Local,405.0,502.2,74416.14
SO877,2017-08-16,"""233/17-18""",9100361,S12029,3.0,38.0,18.0,Local,220.0,409.2,74416.14
SO877,2017-08-16,"""233/17-18""",9100361,S12829,2.0,38.0,18.0,Local,135.0,167.4,74416.14
SO877,2017-08-16,"""233/17-18""",9100361,S12929,3.0,38.0,18.0,Local,179.0,332.94,74416.14
SO877,2017-08-16,"""233/17-18""",9100361,S13325,3.0,38.0,18.0,Local,424.0,788.64,74416.14
SO877,2017-08-16,"""233/17-18""",9100361,S14029,2.0,38.0,18.0,Local,142.0,176.08,74416.14
SO877,2017-08-16,"""233/17-18""",9100361,S14325,3.0,38.0,18.0,Local,288.0,535.68,74416.14
SO877,2017-08-16,"""233/17-18""",9100361,S14329,3.0,38.0,18.0,Local,475.0,883.5,74416.14
SO877,2017-08-16,"""233/17-18""",9100361,S14529,3.0,38.0,18.0,Local,155.0,288.3,74416.14
SO877,2017-08-16,"""233/17-18""",9100361,S14817,2.0,38.0,18.0,Local,541.0,670.84,74416.14
SO877,2017-08-16,"""233/17-18""",9100361,S15029,16.0,38.0,18.0,Local,190.0,1884.8,74416.14
SO877,2017-08-16,"""233/17-18""",9100361,S15037,2.0,38.0,18.0,Local,739.0,916.36,74416.14
SO877,2017-08-16,"""233/17-18""",9100361,S30271,6.0,38.0,12.0,Local,119.0,442.68,74416.14
SO877,2017-08-16,"""233/17-18""",9100361,S42005,2.0,38.0,18.0,Local,1602.0,1986.48,74416.14
SO877,2017-08-16,"""233/17-18""",9100361,S51271,6.0,38.0,12.0,Local,545.0,2027.4,74416.14
SO877,2017-08-16,"""233/17-18""",9100361,T33271,3.0,38.0,12.0,Local,1647.0,3063.42,74416.14
SO877,2017-08-16,"""233/17-18""",9100361,U40179,6.0,38.0,12.0,Local,223.0,829.56,74416.14
SO877,2017-08-16,"""233/17-18""",9100361,Z10129,4.0,38.0,18.0,Local,373.0,925.04,74416.14
SO877,2017-08-16,"""233/17-18""",9100361,Z10729,4.0,38.0,18.0,Local,211.0,523.28,74416.14
SO875,2017-08-16,"""""",9700500,A72529,2.0,35.0,18.0,Inter,336.0,436.8,330731.47
SO875,2017-08-16,"""""",9700500,A75429,2.0,35.0,18.0,Inter,324.0,421.2,330731.47
SO875,2017-08-16,"""""",9700500,C10017,25.0,35.0,18.0,Inter,210.0,3412.5,330731.47
SO875,2017-08-16,"""""",9700500,C10629,5.0,35.0,18.0,Inter,163.0,529.75,330731.47
SO875,2017-08-16,"""""",9700500,D13229,16.0,35.0,18.0,Inter,475.0,4940.0,330731.47
SO875,2017-08-16,"""""",9700500,G30829,10.0,35.0,18.0,Inter,692.0,4498.0,330731.47
SO875,2017-08-16,"""""",9700500,H16017,5.0,35.0,18.0,Inter,346.0,1124.5,330731.47
SO875,2017-08-16,"""""",9700500,J14501,10.0,35.0,18.0,Inter,190.0,1235.0,330731.47
SO875,2017-08-16,"""""",9700500,J30172,20.0,35.0,12.0,Inter,110.0,1430.0,330731.47
SO875,2017-08-16,"""""",9700500,L31229,20.0,35.0,12.0,Inter,1500.0,19500.0,330731.47
SO875,2017-08-16,"""""",9700500,M10917,5.0,35.0,18.0,Inter,2586.0,8404.5,330731.47
SO875,2017-08-16,"""""",9700500,M11629,16.0,35.0,18.0,Inter,336.0,3494.4,330731.47
SO875,2017-08-16,"""""",9700500,M14129,10.0,35.0,18.0,Inter,303.0,1969.5,330731.47
SO875,2017-08-16,"""""",9700500,P21871,10.0,35.0,18.0,Inter,730.0,4745.0,330731.47
SO875,2017-08-16,"""""",9700500,S11839,2.0,35.0,18.0,Inter,213.0,276.9,330731.47
SO875,2017-08-16,"""""",9700500,S13829,100.0,35.0,18.0,Inter,163.0,10595.0,330731.47
